company;name;avg_review;num_review;price;food_advice;country;region;wine_type;year;legg_strutt;secco_dolce;piatto_acid;notes
Sartarelli;Balciana;4.0;95;29.9;Pasta / Vegetariano / Antipasti e spuntini;Italia;Verdicchio dei Castelli di Jesi;Verdicchio;2017;57.6193;25.7318;64.0433;Erbaceo/agrume/Invecchiamento
Gaja;Gaia & Rey Langhe;4.5;440;269.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Langhe;Chardonnay;2015;63.2395;29.4493;47.8681;legno/albero da frutta/Erbaceo
Abbazia di Novacella (Stiftskellerei Neustift);Müller Thurgau;3.8;155;13.38;Frutti di mare / Cibi speziati / Vegetariano;Italia;Südtirol - Alto Adige;Müller-Thurgau;2019;34.0952;13.4637;37.0339;albero da frutta/agrume/Erbaceo
Cembra;Vigna delle Forche Müller Thurgau;3.9;84;19.0;Frutti di mare / Cibi speziati / Vegetariano;Italia;Trentino;Müller-Thurgau;2017;30.5289;11.0012;36.4603;agrume/Erbaceo/vegetale
Banfi;La Pettegola Vermentino;4.1;73;9.9;Pasta / Vegetariano / Antipasti e spuntini;Italia;Toscana;Vermentino;2021;41.7316;25.4615;64.0949;agrume/albero da frutta/Erbaceo
Feudi del Pisciotto;Carolina Marengo Grillo;3.8;84;13.5;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Terre Siciliane;Grillo;2017;66.2072;8.97934;36.7114;albero da frutta/legno/agrume
La Costa;Solesta;3.8;29;16.7;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Lombardia;Miscela;2016;58.944;17.2641;51.5615;albero da frutta/agrume/Erbaceo
Arnaldo-Caprai;Grecante Grechetto Colli Martani;3.7;443;12.0;Pasta / Vegetariano / Antipasti e spuntini;Italia;Colli Martani;Grechetto;2019;42.32;22.5821;65.971;albero da frutta/Erbaceo/agrume
Azienda Santa Barbara - Stefano Antonucci;Le Vaglie Verdicchio dei Castelli di Jesi Classico;4.0;489;11.43;Pasta / Vegetariano / Antipasti e spuntini;Italia;Verdicchio dei Castelli di Jesi;Verdicchio;2020;42.7548;22.3402;65.0889;albero da frutta/agrume/Erbaceo
Nino Negri;Ca' Brione Alpi Retiche di Sondrio;4.2;38;26.45;na / na / na;Italia;Lombardia;Miscela;2020;;;;
Sella & Mosca;Cala Reale Vermentino di Sardegna;3.7;420;11.48;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Vermentino di Sardegna;Vermentino;2018;57.0886;10.6866;34.6177;Erbaceo/agrume/albero da frutta
Terenzi;Balbino Vermentino di Maremma Toscana;4.0;166;11.4;Pasta / Vegetariano / Antipasti e spuntini;Italia;Maremma Toscana;Vermentino;2020;40.8811;21.7083;63.2477;albero da frutta/Erbaceo/agrume
Damilano;Chardonnay;4.1;41;35.9;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Langhe;Chardonnay;2018;57.665;18.4206;42.6887;legno/agrume/albero da frutta
Inama Azienda Agricola;Vigneti di Foscarino Soave Classico;4.0;610;21.28;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Soave Classico;Garganega;2018;36.5822;8.52189;56.2346;albero da frutta/Erbaceo/legno
Tramin;Stoan;4.2;132;22.5;na / na / na;Italia;Südtirol - Alto Adige;Gewürztraminer;2020;;;;
Zenato;Lugana San Benedetto;4.0;1496;9.67;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Lugana;Trebbiano;2020;58.2117;23.0207;50.2841;albero da frutta/agrume/Erbaceo
Jermann;Chardonnay;3.7;260;34.88;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Venezia Giulia;Chardonnay;2012;59.8109;24.6974;50.576;albero da frutta/legno/agrume
Kellerei Eisacktal - Cantina Valle Isarco;Aristos Grüner Veltliner;3.7;70;18.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Trentino-Alto Adige;Grüner Veltliner;2018;61.739;22.6993;51.9517;agrume/albero da frutta/Erbaceo
Les Crêtes;Chardonnay;3.8;91;13.8;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Valle d'Aosta;Chardonnay;2020;57.5483;24.9901;51.2369;albero da frutta/agrume/Erbaceo
San Felice;Ancherona Chardonnay Toscana;3.9;38;9.9;Pasta / Vegetariano / Antipasti e spuntini;Italia;Toscana;Chardonnay;2019;47.9573;26.5372;64.8919;legno/albero da frutta/lieviti
Les Crêtes;Petite Arvine;3.8;243;13.85;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Valle d'Aosta;Petite Arvine;2020;59.285;21.9382;53.4476;albero da frutta/agrume/Erbaceo
Kellerei . Cantina KALTERN;Quintessenz Pinot Bianco;4.2;92;21.0;Pesce grasso (salmone, tonno, ecc.) / Frutti di mare / Formaggio dolce e a pasta molle;Italia;Südtirol - Alto Adige;Weissburgunder;2018;37.213;0.365225;52.5113;albero da frutta/Erbaceo/agrume
Colterenzio (Schreckbichl);Perelise Gewürztraminer;4.0;74;12.81;Maiale / Pesce grasso (salmone, tonno, ecc.) / Cibi speziati;Italia;Südtirol - Alto Adige;Gewürztraminer;2020;64.8493;42.396;29.0607;albero da frutta/spezie/nota tropicale
Lis Neris;Sauvignon Blanc;3.9;81;16.5;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Venezia Giulia;Sauvignon Blanc;2019;60.0842;18.1061;52.8465;agrume/albero da frutta/nota tropicale
Nals Margreid;Hill Pinot Grigio;3.9;190;11.1;Frutti di mare / Vegetariano / Funghi;Italia;Südtirol - Alto Adige;Pinot Grigio;2020;43.9393;11.963;43.6585;albero da frutta/agrume/Erbaceo
Donnafugata;Sicilia Damarino;3.9;451;9.34;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Sicilia;Miscela;2020;48.238;15.4091;39.5332;albero da frutta/agrume/Erbaceo
Filippi;Turbiana;3.9;36;23.18;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Verona;Trebbiano;2018;58.2908;23.1762;55.0474;Erbaceo/albero da frutta
Monchiero Carbone;Cecu d'la Biunda Roero Arneis;3.9;140;15.9;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Roero;Arneis;2019;60.0647;22.0787;51.4578;albero da frutta/agrume/Erbaceo
Planeta;Alastro;3.8;454;8.0;na / na / na;Italia;Menfi;Miscela;2020;;;;
Dal Forno Romano;Nettare Veneto Bianco;4.8;33;248.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Veneto;Garganega;1995;69.3277;41.292;44.0588;albero da frutta/Erbaceo/legno
Monteverro;Chardonnay Toscana;4.2;107;81.99;Pasta / Vegetariano / Antipasti e spuntini;Italia;Toscana;Chardonnay;2016;51.1908;21.0283;55.4588;legno/Erbaceo/albero da frutta
Kettmeir;Gewürztraminer;4.1;76;14.9;na / na / na;Italia;Südtirol - Alto Adige;Gewürztraminer;2020;;;;
Kellerei Meran;Festival Weissburgunder;3.7;117;10.9;Pesce grasso (salmone, tonno, ecc.) / Frutti di mare / Formaggio dolce e a pasta molle;Italia;Südtirol - Alto Adige;Weissburgunder;2019;38.7677;0.711392;57.9196;albero da frutta/agrume/Erbaceo
Cantina Bolzano / Kellerei Bozen;Gewürztraminer;3.9;283;14.8;Maiale / Pesce grasso (salmone, tonno, ecc.) / Cibi speziati;Italia;Südtirol - Alto Adige;Gewürztraminer;2020;64.7923;39.8145;28.6332;albero da frutta/Erbaceo/nota tropicale
Tenuta San Francesco;Per Eva;3.8;64;26.9;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Costa d'Amalfi;Falanghina;2018;55.3946;3.37433;37.9336;albero da frutta/Erbaceo/agrume
I Clivi;Verduzzo;3.7;86;17.69;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Colli Orientali del Friuli;Verduzzo;2017;54.721;22.8275;51.9557;albero da frutta/agrume/Erbaceo
Ampeleia;Bianco di Ampeleia;3.7;109;16.54;Pasta / Vegetariano / Antipasti e spuntini;Italia;Toscana;Trebbiano;2020;43.7802;17.6205;64.5059;agrume/Erbaceo/albero da frutta
Assuli;Dardinello Zibibbo;4.0;48;10.3;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Terre Siciliane;Zibibbo;2020;47.1786;5.79121;36.3379;Erbaceo/agrume/albero da frutta
Sergio Mottura;Latour a Civitella;3.9;126;20.9;Pasta / Vegetariano / Antipasti e spuntini;Italia;Civitella d'Agliano;Grechetto;2019;51.9384;20.2981;63.0164;legno/albero da frutta/Erbaceo
Feudi di San Gregorio;Greco Di Tufo Cutizzi;3.8;592;22.0;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Greco di Tufo;Greco;2017;60.4333;5.56963;45.1185;albero da frutta/Erbaceo/agrume
Macchion dei Lupi;Odyssea Ansonica;3.8;109;14.9;na / na / na;Italia;Costa Toscana;Ansonica;2019;;;;agrume/Erbaceo/albero da frutta
Nanni Copé;Polveri della Scarrupata;4.1;68;38.0;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Terre del Volturno;Fiano;2018;74.3098;5.4079;54.4351;agrume/Erbaceo
Vigneti Massa;Derthona Sterpi;4.4;68;49.5;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Piemonte;Timorasso;2018;71.9353;23.9976;52.67;Erbaceo/albero da frutta/agrume
Villabella;Villa Cordevigo Bianco;4.4;45;24.47;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Rosso Veronese;Miscela;2017;65.4444;20.2645;46.502;legno/nota tropicale/Erbaceo
La Marca di San Michele;Passolento Castelli di Jesi;3.9;37;23.9;Pasta / Vegetariano / Antipasti e spuntini;Italia;Verdicchio dei Castelli di Jesi;Verdicchio;2018;52.5532;21.4299;64.3951;agrume/Erbaceo/albero da frutta
Tamellini;Soave;3.8;1031;12.18;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Valpolicella;Garganega;2018;31.0684;0.366355;57.5201;albero da frutta/agrume/Erbaceo
Donnafugata;Vigna Di Gabri;3.9;439;15.68;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Sicilia;Miscela;2018;59.1202;7.22535;35.3724;albero da frutta/Erbaceo/agrume
Argiolas;Is Argiolas Vermentino di Sardegna;4.1;54;13.5;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Vermentino di Sardegna;Vermentino;2021;62.6025;11.3598;35.6501;albero da frutta/Erbaceo/agrume
Castelfeder;Raif Sauvignon;4.2;32;14.95;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Vigneti delle Dolomiti;Sauvignon Blanc;2020;60.4626;23.5285;54.1154;nota tropicale/albero da frutta/vegetale
Monchiero Carbone;Cecu d'la Biunda Roero Arneis;3.8;78;13.37;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Roero;Arneis;2020;60.0647;22.0787;51.4578;albero da frutta/agrume/Erbaceo
Cantina Roccafiore;Fiorfiore;4.0;156;42.0;Pasta / Vegetariano / Antipasti e spuntini;Italia;Umbria;Grechetto;2014;50.7582;23.1177;66.0143;albero da frutta/legno/agrume
Terlan (Terlano);Chardonnay Kreuth;4.0;514;22.98;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Südtirol - Alto Adige;Chardonnay;2018;63.7498;23.1926;49.5638;legno/albero da frutta/agrume
Tenimenti d’Alessandro;Fontarca;4.0;33;28.9;Pasta / Vegetariano / Antipasti e spuntini;Italia;Toscana;Viognier;2016;50.0446;21.0717;58.8113;albero da frutta/legno/agrume
La Spinetta;Piccolo Derthona Timorasso;3.9;198;20.98;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Colli Tortonesi;Timorasso;2019;58.394;19.3978;54.7863;agrume/albero da frutta/Erbaceo
Terre Stregate;Svelato Falanghina;3.9;167;14.56;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Falanghina del Sannio;Falanghina;2020;60.7329;12.2351;39.7512;albero da frutta/agrume/Erbaceo
Roveglia;Filo di Arianna Lugana;4.3;40;22.78;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Lugana;Trebbiano;2017;70.0225;37.8595;44.2757;Invecchiamento/albero da frutta/vegetale
Masseria Frattasi;Donnalaura;4.3;27;26.98;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Taburno;Falanghina;2020;64.8644;19.1806;35.89;Erbaceo/albero da frutta/legno
Mastroberardino;Fiano Di Avellino Radici;3.8;142;15.43;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Fiano de Avellino;Fiano;2020;60.4985;3.52055;37.5787;albero da frutta/Erbaceo/agrume
Menti Giovanni;Monte del Cuca;3.8;39;26.1;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Gambellara;Garganega;2019;64.6391;20.9816;46.7433;agrume/albero da frutta/Erbaceo
Taschlerhof;Kerner;4.0;77;19.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Trentino-Alto Adige;Kerner;2019;64.0967;17.6972;55.1917;albero da frutta/Erbaceo/nota tropicale
Cantele;Teresa Manara Chardonnay;4.0;154;22.8;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Salento;Chardonnay;2018;62.3854;4.03972;36.966;legno/albero da frutta/agrume
Cantele;Teresa Manara Chardonnay VT;4.2;424;27.95;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Puglia;Chardonnay;2018;69.4763;10.3338;35.2859;legno/albero da frutta/lieviti
La Sibilla;Falanghina Campi Flegrei;3.9;69;24.7;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Campi Flegrei;Falanghina;2019;55.0143;5.37963;37.7544;agrume/Erbaceo/albero da frutta
Radikon;Ribolla Gialla;4.1;241;108.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Friuli-Venezia Giulia;Ribolla Gialla;2010;65.7849;23.7188;52.273;agrume/Erbaceo/albero da frutta
Ca' Bolani;Sauvignon;3.9;49;9.9;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Friuli Aquileia;Sauvignon Blanc;2020;55.8619;19.6503;52.7355;agrume/nota tropicale/vegetale
Feudi di San Gregorio;Campanaro;4.1;246;24.5;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Irpinia;Miscela;2017;57.78;11.3465;42.5316;agrume/Erbaceo/albero da frutta
Negretti;Dadà Langhe Chardonnay;3.9;39;15.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Langhe;Chardonnay;2018;62.2122;30.6365;43.986;legno/albero da frutta/Erbaceo
Livon;Pinot Grigio;3.7;129;13.8;na / na / na;Italia;Collio;Pinot Grigio;2020;;;;
La Staffa;Selva di Sotto Castelli di Jesi Verdicchio Riserva Classico;4.3;31;158.8;Pasta / Vegetariano / Antipasti e spuntini;Italia;Verdicchio dei Castelli di Jesi Riserva;Verdicchio;2015;45.1958;19.2845;69.7574;legno/agrume/Invecchiamento
Conte Vistarino;Rïes Riesling;3.8;71;14.65;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Provincia di Pavia;Riesling;2015;57.1367;26.0783;49.6352;albero da frutta/agrume/Erbaceo
Saracco;Moscato d'Autunno;4.0;52;16.05;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Piemonte;Moscato Bianco;2020;59.1563;53.6527;49.6479;albero da frutta/nota tropicale/lieviti
Schiopetto;Collio Pinot Grigio;3.8;157;17.5;Frutti di mare / Vegetariano / Funghi;Italia;Collio;Pinot Grigio;2018;45.6839;18.0153;39.7204;albero da frutta/Erbaceo/agrume
St. Michael-Eppan;Müller Thurgau;3.7;166;10.49;Frutti di mare / Cibi speziati / Vegetariano;Italia;Südtirol - Alto Adige;Müller-Thurgau;2020;32.3116;7.93197;35.9711;albero da frutta/agrume/Erbaceo
Casa d'Ambra;Biancolella Ischia;3.9;38;11.9;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Ischia;Biancolella;2021;55.4478;4.52217;38.0402;Erbaceo/agrume/albero da frutta
Kellerei Eisacktal - Cantina Valle Isarco;Grüner Veltliner;3.7;156;9.8;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Südtirol - Alto Adige;Grüner Veltliner;2020;59.2318;22.282;54.7889;albero da frutta/agrume/Erbaceo
Gaja;Rossj-Bass Langhe;4.3;910;91.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Langhe;Chardonnay;2017;59.5008;23.2109;51.5095;agrume/legno/Erbaceo
Nals Margreid;Sirmian Pinot Bianco;4.2;208;19.3;Pesce grasso (salmone, tonno, ecc.) / Frutti di mare / Formaggio dolce e a pasta molle;Italia;Südtirol - Alto Adige;Weissburgunder;2019;42.764;7.12547;57.7353;albero da frutta/agrume/Erbaceo
Gaja;Rossj-Bass Langhe;4.3;212;58.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Langhe;Chardonnay;2020;59.5008;23.2109;51.5095;agrume/legno/Erbaceo
Fazi Battaglia;Pecorino;3.8;33;7.35;Pasta / Vegetariano / Antipasti e spuntini;Italia;Falerio Pecorino;Pecorino;2019;45.5063;24.1375;61.0203;agrume/albero da frutta/Floreale
Feudi di San Gregorio;Greco Di Tufo Cutizzi;3.7;509;22.0;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Greco di Tufo;Greco;2016;60.4333;5.56963;45.1185;albero da frutta/Erbaceo/agrume
Pranzegg;Tonsur;3.8;37;26.27;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Trentino-Alto Adige;Miscela;2019;52.0433;22.3729;53.6077;Erbaceo/agrume/albero da frutta
Ancarani;Indigeno;3.9;143;14.98;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Colli di Faenza;Trebbiano;2019;48.927;10.1678;53.7044;albero da frutta/agrume/Erbaceo
Cieck;Misobolo Erbaluce di Caluso;4.1;62;15.2;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Erbaluce di Caluso;Erbaluce;2019;56.6991;23.0226;55.1041;albero da frutta/agrume/Erbaceo
Fontaleoni;Vernaccia di San Gimignano;3.7;82;7.8;Pasta / Vegetariano / Antipasti e spuntini;Italia;Vernaccia di San Gimignano;Vernaccia;2020;40.432;17.3314;68.2319;albero da frutta/agrume/Erbaceo
Planeta;Cometa;4.2;105;20.5;na / na / na;Italia;Menfi;Fiano;2020;63.7933;10.1408;33.5694;albero da frutta/Erbaceo/agrume
Gurra di Mare;Tirsat Chardonnay - Viognier;3.8;72;14.0;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Terre Siciliane;Miscela;2018;66.7282;13.5916;32.8751;albero da frutta/Erbaceo/legno
Querciabella;Toscana Batar;4.2;34;149.0;Pasta / Vegetariano / Antipasti e spuntini;Italia;Toscana;Miscela;2000;50.3016;29.4964;63.1536;legno/albero da frutta/Erbaceo
Sportoletti;Villa Fidelia Bianco;4.2;45;12.0;Pasta / Vegetariano / Antipasti e spuntini;Italia;Umbria;Miscela;2017;49.2229;23.8837;60.0464;legno/agrume/Erbaceo
La Castellada;Ribolla Gialla;4.0;33;32.9;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Collio;Ribolla Gialla;2015;65.112;26.2693;48.7897;Erbaceo/legno/agrume
Cusumano;Jalè (Tenuta Ficuzza);4.0;391;22.48;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Sicilia;Chardonnay;2018;67.026;10.2588;32.6284;legno/Erbaceo/lieviti
Cantine di Marzo;Greco di Tufo;3.7;135;13.4;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Greco di Tufo;Greco;2020;58.3013;4.5854;51.8984;agrume/Erbaceo/albero da frutta
Tenuta di Castellaro;Bianco Pomice;3.8;38;21.7;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Sicilia;Carricante;2020;59.7263;4.40923;40.1677;Erbaceo/agrume/albero da frutta
Cantine Leonardo da Vinci;Leonardo da Vinci Toscana Vermentino;4.0;84;9.89;Pasta / Vegetariano / Antipasti e spuntini;Italia;Toscana;Vermentino;2020;37.9256;31.4612;58.855;agrume/albero da frutta/Erbaceo
Sandro de Bruno;Bianco Fumo Sauvignon;3.8;32;16.78;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Veneto;Sauvignon Blanc;2016;60.2434;13.3962;53.8339;agrume/albero da frutta/vegetale
Bulgarini;Gocce d'Oro;4.0;56;17.03;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Lugana;Trebbiano;2020;50.1964;17.3866;57.229;lieviti
Marco Felluga;Collio Sauvignon;3.9;135;11.9;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Collio;Sauvignon Blanc;2020;58.358;20.2569;53.669;agrume/vegetale/albero da frutta
Venica & Venica;Pètris Malvasia;3.9;26;18.5;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Collio;Malvasia;2019;62.3313;23.5261;51.6999;agrume/Erbaceo/albero da frutta
Progetto Calcarius;Bombigiana;3.9;28;17.98;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Puglia;Bombino Bianco;2019;64.0831;1.77384;29.0446;agrume/frutta secca/albero da frutta
Villa Dora;Vigna del Vulcano Lacryma Christi del Vesuvio Bianco;3.8;69;22.4;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Vesuvio;Miscela;2014;70.4263;5.62813;39.7557;albero da frutta/Erbaceo/legno
Girlan;Flora Chardonnay;4.2;46;22.4;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Südtirol - Alto Adige;Chardonnay;2019;63.3033;20.8119;47.8574;legno/albero da frutta/Erbaceo
Giovanni Rosso;Etna Bianco;3.9;77;25.9;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Etna;Carricante;2019;59.1093;6.75428;36.211;Erbaceo/agrume/albero da frutta
Tramin;Moscato Giallo Goldmuskateller;3.9;62;9.9;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Südtirol - Alto Adige;Moscato Giallo;2020;61.6335;54.296;39.6586;albero da frutta/nota tropicale/agrume
Zamichele;Lugana;3.9;36;11.5;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Lugana;Trebbiano;2020;63.3639;24.0497;47.9585;albero da frutta/nota tropicale/agrume
Le Vigne di Zamò;Ribolla Gialla;3.7;75;13.5;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Colli Orientali del Friuli;Ribolla Gialla;2019;56.0127;22.1462;52.8403;albero da frutta/Erbaceo/agrume
Malvirà;Renesio Roero Arneis;3.8;49;12.72;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Roero;Arneis;2019;59.345;24.3065;49.4794;Erbaceo/agrume/albero da frutta
La Stoppa;Ageno;4.2;260;26.49;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Emilia;Malvasia;2019;68.2728;23.2938;52.9274;agrume/Erbaceo/albero da frutta
Marco de Bartoli;Pietranera;4.1;211;23.0;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Terre Siciliane;Zibibbo;2019;56.6141;7.87645;37.4369;Erbaceo/agrume/albero da frutta
Cottanera;Etna Calderara Bianco;3.9;289;20.48;na / na / na;Italia;Etna;Carricante;2017;;;;
Tenuta di Tavignano;Misco Verdicchio dei Castelli di Jesi Classico Superiore;3.8;81;15.5;Pasta / Vegetariano / Antipasti e spuntini;Italia;Verdicchio dei Castelli di Jesi;Verdicchio;2019;45.1587;21.3588;65.5286;agrume/albero da frutta/Erbaceo
Montindon;Lugana;4.2;47;13.68;na / na / na;Italia;Lugana;Trebbiano;2020;;;;
Bastianich;Vespa Bianco;3.9;441;23.88;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Colli Orientali del Friuli;Chardonnay;2016;67.0742;27.7979;48.2847;Erbaceo/albero da frutta/legno
Favaro;Le Chiusure Erbaluce di Caluso;3.9;47;20.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Erbaluce di Caluso;Erbaluce;2020;62.0419;22.2079;54.867;Erbaceo/agrume/albero da frutta
