company;name;avg_review;num_review;price;food_advice;country;region;wine_type;year;legg_strutt;secco_dolce;piatto_acid;notes
Bisson;Villa Fieschi Çimixà Portofino;3.8;35;16.8;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Liguria;Scimiscia;2018;58.99;20.1171;51.1186;albero da frutta/agrume/spezie
Musella;Drago Bianco;3.9;36;18.23;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Verona;Garganega;2016;62.9413;20.0716;52.6591;albero da frutta/Erbaceo/agrume
Zenato;Lugana Sergio Riserva;4.0;65;79.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Lugana;Trebbiano;2008;63.9595;25.9397;47.2725;legno/albero da frutta/Erbaceo
Schiopetto;Collio Malvasia;4.0;27;17.4;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Collio;Malvasia;2019;55.2183;21.9949;42.1954;Erbaceo/agrume/albero da frutta
Tenuta Carretta;Cayega Roero Arneis;3.9;220;26.5;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Roero;Arneis;2019;59.8264;20.456;47.1647;albero da frutta/agrume/Erbaceo
Ca' del Bosco;Curtefranca Bianco;3.8;371;104.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Lombardia;Chardonnay;2016;61.9786;19.9491;51.7784;agrume/albero da frutta/Erbaceo
Sirch;Ribolla Gialla;3.8;64;10.5;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Colli Orientali del Friuli;Ribolla Gialla;2020;54.2344;21.6642;55.3187;agrume/albero da frutta/Erbaceo
Negro Angelo;Serra Lupini Roero Arneis;3.8;362;12.3;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Roero;Arneis;2020;60.2869;21.0973;53.7626;albero da frutta/agrume/Erbaceo
Colli Della Murgia;Erbaceo Puglia;4.0;142;12.9;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Puglia;Greco;2020;59.3083;4.37302;40.1739;albero da frutta/agrume/Erbaceo
Donnafugata;Contessa Entellina Chiarandà;4.1;107;25.4;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Contessa Entellina;Chardonnay;2018;67.5295;10.7741;35.1074;legno/albero da frutta/nota tropicale
Tiberio;Pecorino;3.8;51;17.4;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Colline Pescaresi;Pecorino;2019;61.4478;5.43365;39.3224;albero da frutta/agrume/Erbaceo
Audarya;Camminera Vermentino di Sardegna;3.9;50;13.28;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Vermentino di Sardegna;Vermentino;2019;66.6303;0.0;35.1771;agrume/albero da frutta/spezie
Fontezoppa;Joco Pecorino;3.8;123;9.3;Pasta / Vegetariano / Antipasti e spuntini;Italia;Falerio Pecorino;Pecorino;2019;40.0505;21.4322;56.5441;albero da frutta/frutti rossi/agrume
Cesani;Clamys Vernaccia di San Gimignano;3.7;74;12.5;Pasta / Vegetariano / Antipasti e spuntini;Italia;Vernaccia di San Gimignano;Vernaccia di San Gimignano;2018;54.4138;23.2058;53.1424;Erbaceo/albero da frutta/lieviti
Feudi di San Gregorio;Campanaro;3.8;219;24.5;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Irpinia;Fiano;2014;57.78;11.3465;42.5316;agrume/Erbaceo/albero da frutta
Palmento Costanzo;Bianco di Sei Etna Bianco;4.0;27;23.5;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Etna;Carricante;2019;55.9412;5.58184;43.6881;Erbaceo/albero da frutta/agrume
Borgo Molino;Ciari Traminer;4.1;36;7.5;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Veneto;Traminer;2020;59.4643;24.4238;43.544;agrume/Erbaceo/lieviti
Garofoli;Serra Fiorese Verdicchio Dei Castelli Di Jesi Riserva Classico;3.8;76;17.4;Pasta / Vegetariano / Antipasti e spuntini;Italia;Verdicchio dei Castelli di Jesi Riserva;Verdicchio;2016;56.7855;23.6774;61.668;legno/Erbaceo/agrume
Falesco;Tellus Chardonnay;3.7;116;7.6;Pasta / Vegetariano / Antipasti e spuntini;Italia;Umbria;Chardonnay;2020;41.1236;21.3498;65.8626;agrume/legno/albero da frutta
Terlan (Terlano);Chardonnay Kreuth;4.1;471;21.35;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Südtirol - Alto Adige;Chardonnay;2019;63.7484;23.1917;49.5639;legno/albero da frutta/agrume
Antinori;Castello della Sala Cervaro della Sala;4.5;2975;63.5;Pasta / Vegetariano / Antipasti e spuntini;Italia;Umbria;Chardonnay;2018;49.6034;26.5897;63.8755;legno/albero da frutta/Erbaceo
Garlider;Pinot Grigio;3.9;26;19.7;Frutti di mare / Vegetariano / Funghi;Italia;Südtirol Eisacktaler;Pinot Grigio;2018;44.8171;16.5252;39.4983;Erbaceo/albero da frutta/Invecchiamento
Il Colombaio di Santachiara;Selvabianca Vernaccia di San Gimignano;4.2;364;14.5;Pasta / Vegetariano / Antipasti e spuntini;Italia;Vernaccia di San Gimignano;Vernaccia di San Gimignano;2020;42.669;18.1808;64.3863;albero da frutta/agrume/Erbaceo
Il Carpino;Exordium;4.0;27;29.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Friuli-Venezia Giulia;Friulano;2016;70.2526;20.5409;57.0445;legno/Erbaceo/Floreale
Donna Olimpia;Bolgheri Bianco;4.1;53;18.4;Pasta / Vegetariano / Antipasti e spuntini;Italia;Bolgheri;Miscela;2019;50.8721;19.9793;60.4365;lieviti/legno/albero da frutta
St. Michael-Eppan;Gewürztraminer;4.0;885;12.86;na / na / na;Italia;Südtirol - Alto Adige;Gewürztraminer;2020;;;;
Casale del Giglio;Antinoo Lazio Bianco;3.9;54;14.5;Pasta / Vegetariano / Antipasti e spuntini;Italia;Lazio;Miscela;2018;49.1185;23.1054;65.4688;legno/Erbaceo/agrume
Edi Keber;Collio Bianco;4.0;118;19.6;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Collio;Miscela;2019;61.8072;22.3624;49.8464;albero da frutta/Erbaceo/agrume
Vie di Romans;Dut' Un;4.3;88;39.9;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Friuli Isonzo;Miscela;2017;67.6732;30.8138;49.4791;legno/albero da frutta/nota tropicale
Braida;Vigna Senza Nome Moscato d'Asti;4.1;78;10.77;na / na / na;Italia;Moscato d'Asti;Moscato;2021;28.9353;35.7068;0.0;albero da frutta/Floreale/Erbaceo
Montemajor;Passerì;3.9;136;6.6;Pasta / Vegetariano / Antipasti e spuntini;Italia;Lazio;Miscela;2018;46.4203;26.7405;66.3716;albero da frutta/legno/Erbaceo
Capannelle;Chardonnay Toscana;4.2;29;34.9;Pasta / Vegetariano / Antipasti e spuntini;Italia;Toscana;Chardonnay;2018;50.2082;24.4631;63.1829;legno/albero da frutta/Erbaceo
Tommasi;Le Fornaci Lugana;3.8;487;18.4;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Lugana;Trebbiano;2018;52.9064;25.2546;50.2688;albero da frutta/agrume/nota tropicale
Masseria Altemura;Falanghina Salento;3.8;462;9.9;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Salento;Falanghina;2020;59.8407;6.87482;35.4168;agrume/albero da frutta/legno
Castello Pomino;Benefizio Riserva Pomino Bianco;4.1;560;42.0;Pasta / Vegetariano / Antipasti e spuntini;Italia;Pomino;Chardonnay;2017;49.7058;26.3744;62.8837;legno/albero da frutta/agrume
Girlan;Aimè Gewürztraminer;4.2;136;12.9;Maiale / Pesce grasso (salmone, tonno, ecc.) / Cibi speziati;Italia;Südtirol - Alto Adige;Gewürztraminer;2020;66.5232;40.606;26.2804;nota tropicale/albero da frutta/agrume
Scala Fenicia;Capri;4.1;52;28.0;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Capri;Miscela;2017;65.7994;2.43451;45.1216;Erbaceo/agrume/Floreale
Palari;Rocca Coeli Etna Bianco;4.1;39;31.9;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Terre Siciliane;Carricante;2017;62.6;11.9333;36.9;agrume/Erbaceo/Invecchiamento
Marisa Cuomo;Ravello Costa d'Amalfi;4.1;121;28.0;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Costa d'Amalfi;Miscela;2020;61.4165;2.8759;45.923;albero da frutta/Erbaceo/agrume
Bambinuto;Greco di Tufo;4.0;50;18.9;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Greco di Tufo;Greco Bianco;2015;66.9318;0.0;36.8606;Erbaceo/agrume/albero da frutta
Strasserhof;Grüner Veltliner;3.9;28;13.92;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Valle Isarco;Grüner Veltliner;2019;51.3769;21.0551;57.2676;agrume/albero da frutta/spezie
Ronchi di Cialla;Ribolla Gialla;3.8;95;14.4;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Colli Orientali del Friuli;Ribolla Gialla;2020;56.4603;18.0336;54.4822;Erbaceo/albero da frutta/agrume
Castiglion del Bosco;Chardonnay Toscana;3.9;146;21.0;Pasta / Vegetariano / Antipasti e spuntini;Italia;Toscana;Chardonnay;2019;37.9793;22.4531;69.2541;agrume/legno/albero da frutta
Mastroberardino;Fiano Di Avellino;3.7;506;14.84;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Fiano de Avellino;Fiano;2018;53.3487;4.08825;40.0469;albero da frutta/agrume/Erbaceo
Donnafugata;Grillo Sur Sur;4.0;101;10.48;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Sicilia;Grillo;2021;56.6252;8.19856;40.4504;albero da frutta/agrume/Erbaceo
Borgo Conventi;Sauvignon Collio;3.8;56;10.9;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Collio;Sauvignon Blanc;2019;56.1395;16.4631;52.987;vegetale/albero da frutta/agrume
Terlan (Terlano);Pinot Bianco Riserva Vorberg;4.3;671;33.0;Pesce grasso (salmone, tonno, ecc.) / Frutti di mare / Formaggio dolce e a pasta molle;Italia;Südtirol - Alto Adige;Weissburgunder;2018;;;;
Tamellini;Soave;3.8;36;10.59;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Valpolicella;Garganega;2021;31.0684;0.366355;57.5201;albero da frutta/agrume/Erbaceo
Umani Ronchi;Casal di Serra Verdicchio dei Castelli di Jesi Classico Superiore;3.7;335;11.0;Pasta / Vegetariano / Antipasti e spuntini;Italia;Verdicchio dei Castelli di Jesi;Verdicchio;2020;44.8302;22.3758;67.0994;albero da frutta/agrume/Erbaceo
Querciabella;Toscana Batar;4.3;31;70.8;Pasta / Vegetariano / Antipasti e spuntini;Italia;Toscana;Miscela;2005;50.3016;29.4964;63.1536;legno/albero da frutta/Erbaceo
Donnafugata;Vigna Di Gabri;3.9;119;14.29;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Sicilia;Miscela;2020;59.1202;7.22535;35.3724;albero da frutta/Erbaceo/agrume
Livio Felluga;Abbazia di Rosazzo;4.2;109;34.5;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Friuli-Venezia Giulia;Miscela;2017;63.6026;28.4855;50.5231;albero da frutta/Erbaceo/legno
Fattoria Nannì;Origini Verdicchio dei Castelli di Jesi Classico Superiore;3.9;110;14.9;Pasta / Vegetariano / Antipasti e spuntini;Italia;Verdicchio dei Castelli di Jesi;Verdicchio;2019;48.1542;18.1011;58.5693;agrume/Erbaceo/Invecchiamento
Castello di Spessa;Yellow Hills Ribolla Gialla;3.9;57;16.9;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Collio;Ribolla Gialla;2018;62.0681;15.4379;53.4672;agrume/albero da frutta/Erbaceo
ColleMassari;Melacce Montecucco Vermentino;4.0;173;7.0;Pasta / Vegetariano / Antipasti e spuntini;Italia;Montecucco;Vermentino;2020;42.9803;23.5755;65.4591;agrume/albero da frutta/Erbaceo
Barraco;Zibibbo;4.0;47;21.0;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Sicilia;Zibibbo;2020;63.3938;13.7699;34.335;agrume/Erbaceo/albero da frutta
Tramin;Epokale;4.6;38;390.0;Maiale / Pesce grasso (salmone, tonno, ecc.) / Cibi speziati;Italia;Südtirol - Alto Adige;Gewürztraminer;2013;68.2474;50.6373;27.6347;albero da frutta/Erbaceo/nota tropicale
Abbona;Favorita Langhe Valle Dell'Olmo;3.8;70;10.2;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Langhe;Favorita;2018;60.2811;19.9486;53.8632;albero da frutta/Erbaceo/agrume
Rottensteiner;Gewürztraminer;4.0;63;15.2;Maiale / Pesce grasso (salmone, tonno, ecc.) / Cibi speziati;Italia;Südtirol - Alto Adige;Gewürztraminer;2019;56.6222;35.2136;29.8309;nota tropicale/Erbaceo/albero da frutta
Bigi;Vigneto Torricella Orvieto Classico;3.8;75;9.9;Pasta / Vegetariano / Antipasti e spuntini;Italia;Orvieto;Miscela;2019;42.5948;23.1234;61.9472;agrume/albero da frutta/Erbaceo
Kellerei Eisacktal - Cantina Valle Isarco;Gewürztraminer;3.9;216;21.0;Maiale / Pesce grasso (salmone, tonno, ecc.) / Cibi speziati;Italia;Südtirol - Alto Adige;Gewürztraminer;2018;64.3255;38.2144;30.005;nota tropicale/albero da frutta/agrume
Cascina Degli Ulivi;Semplicemente Bellotti Bianco;3.9;88;13.5;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Piemonte;Cortese;2019;58.2233;22.3543;55.5065;albero da frutta/agrume/lieviti
Arnaldo-Caprai;Grecante Grechetto Colli Martani;3.7;252;9.5;Pasta / Vegetariano / Antipasti e spuntini;Italia;Colli Martani;Grechetto;2020;42.32;22.5821;65.971;albero da frutta/Erbaceo/agrume
Pfitscher;Pinot Bianco Langefeld;3.8;57;12.36;Pesce grasso (salmone, tonno, ecc.) / Frutti di mare / Formaggio dolce e a pasta molle;Italia;Südtirol - Alto Adige;Weissburgunder;2019;45.2606;1.35916;61.8873;albero da frutta/vegetale/bacche nere
Quintarelli Giuseppe;Veneto Bianco Secco;3.9;132;28.9;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Veneto;Miscela;2020;58.6894;22.2224;50.5589;albero da frutta/Erbaceo/agrume
Cusumano;Salealto (Tenuta Ficuzza);3.9;54;34.9;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Terre Siciliane;Miscela;2018;57.4289;12.0923;37.75;albero da frutta/Erbaceo/agrume
Benanti;Contrada Rinazzo Etna Bianco Superiore;4.0;31;39.8;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Etna;Carricante;2019;64.3823;0.862827;46.1891;agrume/Erbaceo/albero da frutta
Cavalchina;Custoza;3.8;30;7.5;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Bianco di Custoza;Miscela;2021;58.4312;26.7353;50.5107;albero da frutta/agrume/Erbaceo
Michele Chiarlo;Rovereto Gavi;3.8;130;14.0;Pasta / Frutti di mare / Antipasti e spuntini;Italia;Gavi;Cortese;2019;19.3866;0.0;77.8424;albero da frutta/agrume/Erbaceo
Tenuta Moraia;Vermentino Maremma;4.0;88;9.99;na / na / na;Italia;Maremma Toscana;Vermentino;2020;;;;
Kellerei Eisacktal - Cantina Valle Isarco;Sylvaner;3.8;272;23.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Südtirol - Alto Adige;Sylvaner;2018;52.5415;18.8072;54.072;albero da frutta/Erbaceo/agrume
Capichera;Lintóri Vermentino di Sardegna;3.8;32;18.48;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Vermentino di Sardegna;Vermentino;2020;64.5747;7.80983;33.9987;albero da frutta/agrume/Erbaceo
Santa Cristina;Umbria Bianco;3.8;622;6.19;Pasta / Vegetariano / Antipasti e spuntini;Italia;Umbria;Miscela;2020;40.5754;23.0714;64.438;albero da frutta/agrume/Erbaceo
Casa di Grazia;Adorè;4.0;30;16.9;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Sicilia;Moscato;2018;57.5778;15.0603;32.8492;albero da frutta/legno
Parma Daniele;Berette Bianco;4.0;28;21.9;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Liguria;Vermentino;2018;50.8983;17.3163;46.6311;Erbaceo/nota tropicale/frutta secca
Poderi San Lazzaro;Pistillo Offida Pecorino;4.0;31;12.7;Pasta / Vegetariano / Antipasti e spuntini;Italia;Offida;Pecorino;2020;49.3764;32.669;62.5207;Erbaceo/albero da frutta/agrume
Villa Sparina;Gavi;3.9;1057;13.0;Pasta / Frutti di mare / Antipasti e spuntini;Italia;Gavi;Cortese;2020;21.1684;0.458853;77.4402;albero da frutta/agrume/Erbaceo
Tasca d'Almerita;Regaleali Bianco Sicilia;3.9;967;8.2;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Terre Siciliane;Grecanico;2020;57.3133;4.58013;36.201;albero da frutta/agrume/Erbaceo
Panizzi;Evoè Bianco;3.9;25;19.5;Pasta / Vegetariano / Antipasti e spuntini;Italia;Toscana;Vernaccia;2016;42.0509;34.7489;65.2727;legno/agrume/Erbaceo
G. Milazzo;Maria Costanza Bianco;4.3;453;16.9;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Sicilia;Chardonnay;2020;63.3827;12.5493;41.3023;agrume/albero da frutta/nota tropicale
Cabreo;La Pietra Chardonnay;4.1;367;25.45;Pasta / Vegetariano / Antipasti e spuntini;Italia;Toscana;Chardonnay;2018;55.2213;22.3448;61.1897;legno/albero da frutta/agrume
Quintarelli Giuseppe;Veneto Bianco Secco;4.2;350;29.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Veneto;Miscela;2019;58.6894;22.2224;50.5589;albero da frutta/Erbaceo/agrume
Castel Sallegg;Gewürztraminer;4.0;50;16.5;Maiale / Pesce grasso (salmone, tonno, ecc.) / Cibi speziati;Italia;Südtirol - Alto Adige;Gewürztraminer;2020;69.4846;40.7446;25.6123;albero da frutta/Floreale/nota tropicale
Tramin;Unterebner Pinot Grigio;4.0;246;24.9;Frutti di mare / Vegetariano / Funghi;Italia;Südtirol - Alto Adige;Pinot Grigio;2018;43.6275;15.2722;41.6293;albero da frutta/Erbaceo/legno
Gaja;Ca'Marcanda Vistamare Toscana;4.2;543;34.9;Pasta / Vegetariano / Antipasti e spuntini;Italia;Toscana;Miscela;2019;44.8228;24.657;66.4226;albero da frutta/Erbaceo/agrume
Sono Montenidoli;Tradizionale Vernaccia di San Gimignano;3.9;350;14.9;Pasta / Vegetariano / Antipasti e spuntini;Italia;Vernaccia di San Gimignano;Vernaccia;2019;47.7278;22.5936;63.798;Erbaceo/albero da frutta/agrume
Cascina Degli Ulivi;Semplicemente Bellotti Bianco;4.1;87;14.28;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Piemonte;Cortese;2020;58.2233;22.3543;55.5065;albero da frutta/agrume/lieviti
Cà dei Frati;I Frati Lugana;4.2;231;10.54;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Lugana;Verdicchio;2021;58.7447;26.583;52.198;albero da frutta/agrume/Erbaceo
Tenuta di Tavignano;Misco Verdicchio dei Castelli di Jesi Classico Superiore;3.8;331;32.3;Pasta / Vegetariano / Antipasti e spuntini;Italia;Verdicchio dei Castelli di Jesi;Verdicchio;2016;45.1587;21.3588;65.5286;agrume/albero da frutta/Erbaceo
Sanpaolo;Totò Bianco Partenopeo;3.9;61;10.9;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Campania;Miscela;2018;61.9281;27.3644;36.2205;
Elena Walch;Gewürztraminer Vigna Kastelaz;4.5;63;30.9;Maiale / Pesce grasso (salmone, tonno, ecc.) / Cibi speziati;Italia;Südtirol - Alto Adige;Gewürztraminer;2020;62.8425;39.3621;31.0587;albero da frutta/nota tropicale/Erbaceo
Albino Armani;Pinot Grigio Friuli Grave;3.8;86;9.68;Frutti di mare / Vegetariano / Funghi;Italia;Friuli Grave;Pinot Grigio;2020;40.2375;10.6649;39.3158;albero da frutta/agrume/Erbaceo
I Stefanini;Il Selese Soave;3.7;92;8.18;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Soave;Garganega;2020;28.4282;2.82863;56.9199;albero da frutta/agrume/Erbaceo
Jermann;Pinot Bianco;3.8;106;17.9;Pesce grasso (salmone, tonno, ecc.) / Frutti di mare / Formaggio dolce e a pasta molle;Italia;Venezia Giulia;Pinot Blanc;2017;39.9098;0.0;58.2533;albero da frutta/agrume/Erbaceo
H. Lun;Gewürztraminer '1840';3.8;131;13.07;Maiale / Pesce grasso (salmone, tonno, ecc.) / Cibi speziati;Italia;Südtirol - Alto Adige;Gewürztraminer;2019;61.7077;34.439;32.9972;albero da frutta/nota tropicale/Erbaceo
Pantaleone;Onirocep;3.9;169;15.4;Pasta / Vegetariano / Antipasti e spuntini;Italia;Marche;Pecorino;2018;50.8499;20.7794;63.2585;albero da frutta/Erbaceo/agrume
Jermann;Vintage Tunina;4.3;455;44.9;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Venezia Giulia;Miscela;2018;64.6117;27.2615;48.8891;albero da frutta/Erbaceo/agrume
Ornella Molon;Pinot Grigio;3.8;35;9.7;Frutti di mare / Vegetariano / Funghi;Italia;Venezia;Pinot Grigio;2019;39.6156;13.6368;36.4821;agrume/albero da frutta/lieviti
Elena Walch;Pinot Bianco Alto Adige Kristallberg;4.0;73;20.9;Pesce grasso (salmone, tonno, ecc.) / Frutti di mare / Formaggio dolce e a pasta molle;Italia;Südtirol - Alto Adige;Pinot Blanc;2019;40.647;0.736355;59.6105;albero da frutta/Erbaceo/agrume
Maculan;Ferrata Chardonnay;3.8;28;18.78;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Breganze;Chardonnay;2018;59.2829;19.6886;40.116;legno/Erbaceo/albero da frutta
Damijan Podversic;Malvasia;4.2;51;35.5;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Venezia Giulia;Malvasia;2017;69.0456;26.8957;46.1016;agrume/Erbaceo/albero da frutta
Capannelle;Chardonnay Toscana;4.0;42;46.98;Pasta / Vegetariano / Antipasti e spuntini;Italia;Toscana;Chardonnay;2017;50.2082;24.4631;63.1829;legno/albero da frutta/Erbaceo
Carboni;Helios Isola dei Nuraghi;4.1;43;12.75;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Isola dei Nuraghi;;2018;54.0;28.932;42.2577;
Feudi di San Gregorio;Greco Di Tufo Cutizzi;3.8;477;17.5;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Greco di Tufo;Greco;2019;60.4333;5.56963;45.1185;albero da frutta/Erbaceo/agrume
Argiolas;Iselis Bianco;4.1;113;12.47;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Isola dei Nuraghi;Miscela;2020;66.2721;11.9743;37.2214;albero da frutta/nota tropicale/Erbaceo
Terpin Franco;Jakot;4.0;31;28.5;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;delle Venezie;Friulano;2016;68.8615;24.5272;53.8111;agrume/Erbaceo/albero da frutta
Suavia;Massifitti Trebbiano di Soave;3.9;320;13.39;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Verona;Trebbiano;2017;52.0124;14.4133;54.8393;albero da frutta/Erbaceo/agrume
La Spinetta;Lidia Chardonnay;3.8;35;46.99;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Piemonte;Chardonnay;2018;65.1461;18.0714;58.7273;agrume/legno/albero da frutta
Menegotti;Custoza;3.7;106;9.88;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Bianco di Custoza;Miscela;2019;55.311;19.416;54.463;agrume/nota tropicale/Erbaceo
Castello di Lispida;Amphora Bianco;3.9;70;24.5;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Veneto;Friulano;2015;63.916;16.7505;45.999;agrume/Erbaceo/albero da frutta
Girlan;Indra Sauvignon;4.0;202;18.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Südtirol - Alto Adige;Sauvignon Blanc;2020;57.4204;19.2781;57.3709;agrume/vegetale/albero da frutta
Marotti Campi;Salmariano Castelli di Jesi Verdicchio Riserva Classico;3.7;118;11.5;Pasta / Vegetariano / Antipasti e spuntini;Italia;Verdicchio dei Castelli di Jesi Riserva;Verdicchio;2018;50.9507;21.1092;62.3431;albero da frutta/Erbaceo/legno
Pojer e Sandri;Essenzia Dolomiti;4.1;65;21.38;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Vigneti delle Dolomiti;Miscela;2016;59.3255;55.2622;50.0156;albero da frutta/Erbaceo/agrume
Querciabella;Toscana Batar;4.5;29;70.88;Pasta / Vegetariano / Antipasti e spuntini;Italia;Toscana;Miscela;2019;50.3016;29.4964;63.1536;legno/albero da frutta/Erbaceo
Antinori;Castello della Sala Conte della Vipera;4.1;1250;22.55;Pasta / Vegetariano / Antipasti e spuntini;Italia;Umbria;Miscela;2019;44.0839;21.5743;64.2708;agrume/albero da frutta/Erbaceo
Gaja;Alteni di Brassica Langhe;4.3;100;123.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Langhe;Sauvignon Blanc;2018;60.3804;22.6744;49.4871;agrume/albero da frutta/Erbaceo
Vigneti Massa;Derthona Montecitorio;4.1;183;83.98;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Piemonte;Timorasso;2012;65.1374;21.9705;52.1023;Erbaceo/albero da frutta/agrume
Cantina Bolzano / Kellerei Bozen;Dellago Weissburgunder;3.8;74;13.57;Pesce grasso (salmone, tonno, ecc.) / Frutti di mare / Formaggio dolce e a pasta molle;Italia;Südtirol - Alto Adige;Weissburgunder;2020;44.1753;5.32362;52.6813;albero da frutta/Erbaceo/agrume
Frescobaldi;Gorgona;4.3;32;189.0;Pasta / Vegetariano / Antipasti e spuntini;Italia;Toscana;Miscela;2016;46.7049;22.6739;64.3578;Erbaceo/albero da frutta/nota tropicale
Velenosi;Villa Angela Falerio Pecorino;3.7;121;9.46;Pasta / Vegetariano / Antipasti e spuntini;Italia;Falerio Pecorino;Pecorino;2020;45.2141;24.7545;64.7694;albero da frutta/agrume/Erbaceo
Valfaccenda;Roero Arneis;3.7;171;19.78;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Roero;Arneis;2019;60.0398;22.336;51.7292;albero da frutta/Erbaceo/agrume
Cantine Astroni;Vigna Astroni Campi Flegrei Falanghina;3.8;46;16.0;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Campi Flegrei;Falanghina;2016;51.6706;9.65282;31.865;agrume/Erbaceo/vegetale
Belisario;Cambrugiano Verdicchio di Matelica Riserva;4.1;125;14.49;Pasta / Vegetariano / Antipasti e spuntini;Italia;Verdicchio di Matelica Riserva;Verdicchio;2018;52.8584;21.5718;61.1333;albero da frutta/legno/Erbaceo
Vie di Romans;Flors di Uis;4.2;49;55.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Friuli Isonzo;Miscela;2007;63.2268;23.7371;52.4442;albero da frutta/Erbaceo/agrume
Cà Maiol;Lugana;3.7;474;9.33;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Lugana;Trebbiano;2020;50.9743;24.2112;51.0427;albero da frutta/agrume/Erbaceo
