idname,price,wine_type,legg_strutt,secco_dolce,piatto_acid,notes,Clusters
Origini Verdicchio dei Castelli di Jesi Classico Superiore - 2019.0 - Fattoria Nannì,14.9,Verdicchio,48.1542,18.1011,58.5693,agrume/Erbaceo/Invecchiamento,3
Yellow Hills Ribolla Gialla - 2018.0 - Castello di Spessa,16.9,Ribolla Gialla,62.0681,15.4379,53.4672,agrume/albero da frutta/Erbaceo,12
Melacce Montecucco Vermentino - 2020.0 - ColleMassari,7.0,Vermentino,42.9803,23.5755,65.4591,agrume/albero da frutta/Erbaceo,2
Zibibbo - 2020.0 - Barraco,21.0,Zibibbo,63.3938,13.7699,34.335,agrume/Erbaceo/albero da frutta,13
Epokale - 2013.0 - Tramin,390.0,Gewürztraminer,68.2474,50.6373,27.6347,albero da frutta/Erbaceo/nota tropicale,5
Favorita Langhe Valle Dell'Olmo - 2018.0 - Abbona,10.2,Favorita,60.2811,19.9486,53.8632,albero da frutta/Erbaceo/agrume,12
Gewürztraminer - 2019.0 - Rottensteiner,15.2,Gewürztraminer,56.6222,35.2136,29.8309,nota tropicale/Erbaceo/albero da frutta,5
Vigneto Torricella Orvieto Classico - 2019.0 - Bigi,9.9,Miscela,42.5948,23.1234,61.9472,agrume/albero da frutta/Erbaceo,7
Gewürztraminer - 2018.0 - Kellerei Eisacktal - Cantina Valle Isarco,21.0,Gewürztraminer,64.3255,38.2144,30.005,nota tropicale/albero da frutta/agrume,11
Semplicemente Bellotti Bianco - 2019.0 - Cascina Degli Ulivi,13.5,Cortese,58.2233,22.3543,55.5065,albero da frutta/agrume/lieviti,10
Grecante Grechetto Colli Martani - 2020.0 - Arnaldo-Caprai,9.5,Grechetto,42.32,22.5821,65.971,albero da frutta/Erbaceo/agrume,12
Pinot Bianco Langefeld - 2019.0 - Pfitscher,12.36,Weissburgunder,45.2606,1.35916,61.8873,albero da frutta/vegetale/bacche nere,1
Veneto Bianco Secco - 2020.0 - Quintarelli Giuseppe,28.9,Miscela,58.6894,22.2224,50.5589,albero da frutta/Erbaceo/agrume,7
Salealto (Tenuta Ficuzza) - 2018.0 - Cusumano,34.9,Miscela,57.4289,12.0923,37.75,albero da frutta/Erbaceo/agrume,7
Contrada Rinazzo Etna Bianco Superiore - 2019.0 - Benanti,39.8,Carricante,64.3823,0.862827,46.1891,agrume/Erbaceo/albero da frutta,15
Custoza - 2021.0 - Cavalchina,7.5,Miscela,58.4312,26.7353,50.5107,albero da frutta/agrume/Erbaceo,7
Rovereto Gavi - 2019.0 - Michele Chiarlo,14.0,Cortese,19.3866,0.0,77.8424,albero da frutta/agrume/Erbaceo,10
Sylvaner - 2018.0 - Kellerei Eisacktal - Cantina Valle Isarco,23.0,Sylvaner,52.5415,18.8072,54.072,albero da frutta/Erbaceo/agrume,20
Lintóri Vermentino di Sardegna - 2020.0 - Capichera,18.48,Vermentino,64.5747,7.80983,33.9987,albero da frutta/agrume/Erbaceo,2
Umbria Bianco - 2020.0 - Santa Cristina,6.19,Miscela,40.5754,23.0714,64.438,albero da frutta/agrume/Erbaceo,7
Adorè - 2018.0 - Casa di Grazia,16.9,Moscato,57.5778,15.0603,32.8492,albero da frutta/legno,6
Berette Bianco - 2018.0 - Parma Daniele,21.9,Vermentino,50.8983,17.3163,46.6311,Erbaceo/nota tropicale/frutta secca,5
Pistillo Offida Pecorino - 2020.0 - Poderi San Lazzaro,12.7,Pecorino,49.3764,32.669,62.5207,Erbaceo/albero da frutta/agrume,12
Gavi - 2020.0 - Villa Sparina,13.0,Cortese,21.1684,0.458853,77.4402,albero da frutta/agrume/Erbaceo,10
Regaleali Bianco Sicilia - 2020.0 - Tasca d'Almerita,8.2,Grecanico,57.3133,4.58013,36.201,albero da frutta/agrume/Erbaceo,13
Evoè Bianco - 2016.0 - Panizzi,19.5,Vernaccia,42.0509,34.7489,65.2727,legno/agrume/Erbaceo,18
Maria Costanza Bianco - 2020.0 - G. Milazzo,16.9,Chardonnay,63.3827,12.5493,41.3023,agrume/albero da frutta/nota tropicale,11
La Pietra Chardonnay - 2018.0 - Cabreo,25.45,Chardonnay,55.2213,22.3448,61.1897,legno/albero da frutta/agrume,4
Veneto Bianco Secco - 2019.0 - Quintarelli Giuseppe,29.0,Miscela,58.6894,22.2224,50.5589,albero da frutta/Erbaceo/agrume,7
Gewürztraminer - 2020.0 - Castel Sallegg,16.5,Gewürztraminer,69.4846,40.7446,25.6123,albero da frutta/Floreale/nota tropicale,5
Unterebner Pinot Grigio - 2018.0 - Tramin,24.9,Pinot Grigio,43.6275,15.2722,41.6293,albero da frutta/Erbaceo/legno,22
Ca'Marcanda Vistamare Toscana - 2019.0 - Gaja,34.9,Miscela,44.8228,24.657,66.4226,albero da frutta/Erbaceo/agrume,7
Tradizionale Vernaccia di San Gimignano - 2019.0 - Sono Montenidoli,14.9,Vernaccia,47.7278,22.5936,63.798,Erbaceo/albero da frutta/agrume,12
Semplicemente Bellotti Bianco - 2020.0 - Cascina Degli Ulivi,14.28,Cortese,58.2233,22.3543,55.5065,albero da frutta/agrume/lieviti,10
I Frati Lugana - 2021.0 - Cà dei Frati,10.54,Verdicchio,58.7447,26.583,52.198,albero da frutta/agrume/Erbaceo,3
Misco Verdicchio dei Castelli di Jesi Classico Superiore - 2016.0 - Tenuta di Tavignano,32.3,Verdicchio,45.1587,21.3588,65.5286,agrume/albero da frutta/Erbaceo,3
Gewürztraminer Vigna Kastelaz - 2020.0 - Elena Walch,30.9,Gewürztraminer,62.8425,39.3621,31.0587,albero da frutta/nota tropicale/Erbaceo,5
Pinot Grigio Friuli Grave - 2020.0 - Albino Armani,9.68,Pinot Grigio,40.2375,10.6649,39.3158,albero da frutta/agrume/Erbaceo,8
Il Selese Soave - 2020.0 - I Stefanini,8.18,Garganega,28.4282,2.82863,56.9199,albero da frutta/agrume/Erbaceo,17
Pinot Bianco - 2017.0 - Jermann,17.9,Pinot Blanc,39.9098,0.0,58.2533,albero da frutta/agrume/Erbaceo,0
Gewürztraminer '1840' - 2019.0 - H. Lun,13.07,Gewürztraminer,61.7077,34.439,32.9972,albero da frutta/nota tropicale/Erbaceo,5
Onirocep - 2018.0 - Pantaleone,15.4,Pecorino,50.8499,20.7794,63.2585,albero da frutta/Erbaceo/agrume,12
Vintage Tunina - 2018.0 - Jermann,44.9,Miscela,64.6117,27.2615,48.8891,albero da frutta/Erbaceo/agrume,7
Pinot Grigio - 2019.0 - Ornella Molon,9.7,Pinot Grigio,39.6156,13.6368,36.4821,agrume/albero da frutta/lieviti,8
Pinot Bianco Alto Adige Kristallberg - 2019.0 - Elena Walch,20.9,Pinot Blanc,40.647,0.736355,59.6105,albero da frutta/Erbaceo/agrume,0
Ferrata Chardonnay - 2018.0 - Maculan,18.78,Chardonnay,59.2829,19.6886,40.116,legno/Erbaceo/albero da frutta,9
Malvasia - 2017.0 - Damijan Podversic,35.5,Malvasia,69.0456,26.8957,46.1016,agrume/Erbaceo/albero da frutta,20
Chardonnay Toscana - 2017.0 - Capannelle,46.98,Chardonnay,50.2082,24.4631,63.1829,legno/albero da frutta/Erbaceo,9
Greco Di Tufo Cutizzi - 2019.0 - Feudi di San Gregorio,17.5,Greco,60.4333,5.56963,45.1185,albero da frutta/Erbaceo/agrume,16
Iselis Bianco - 2020.0 - Argiolas,12.47,Miscela,66.2721,11.9743,37.2214,albero da frutta/nota tropicale/Erbaceo,5
Jakot - 2016.0 - Terpin Franco,28.5,Friulano,68.8615,24.5272,53.8111,agrume/Erbaceo/albero da frutta,21
Massifitti Trebbiano di Soave - 2017.0 - Suavia,13.39,Trebbiano,52.0124,14.4133,54.8393,albero da frutta/Erbaceo/agrume,19
Lidia Chardonnay - 2018.0 - La Spinetta,46.99,Chardonnay,65.1461,18.0714,58.7273,agrume/legno/albero da frutta,4
Custoza - 2019.0 - Menegotti,9.88,Miscela,55.311,19.416,54.463,agrume/nota tropicale/Erbaceo,7
Amphora Bianco - 2015.0 - Castello di Lispida,24.5,Friulano,63.916,16.7505,45.999,agrume/Erbaceo/albero da frutta,21
Indra Sauvignon - 2020.0 - Girlan,18.0,Sauvignon Blanc,57.4204,19.2781,57.3709,agrume/vegetale/albero da frutta,1
Salmariano Castelli di Jesi Verdicchio Riserva Classico - 2018.0 - Marotti Campi,11.5,Verdicchio,50.9507,21.1092,62.3431,albero da frutta/Erbaceo/legno,22
Essenzia Dolomiti - 2016.0 - Pojer e Sandri,21.38,Miscela,59.3255,55.2622,50.0156,albero da frutta/Erbaceo/agrume,7
Toscana Batar - 2019.0 - Querciabella,70.88,Miscela,50.3016,29.4964,63.1536,legno/albero da frutta/Erbaceo,22
Castello della Sala Conte della Vipera - 2019.0 - Antinori,22.55,Miscela,44.0839,21.5743,64.2708,agrume/albero da frutta/Erbaceo,7
Alteni di Brassica Langhe - 2018.0 - Gaja,123.0,Sauvignon Blanc,60.3804,22.6744,49.4871,agrume/albero da frutta/Erbaceo,14
Derthona Montecitorio - 2012.0 - Vigneti Massa,83.98,Timorasso,65.1374,21.9705,52.1023,Erbaceo/albero da frutta/agrume,20
Dellago Weissburgunder - 2020.0 - Cantina Bolzano / Kellerei Bozen,13.57,Weissburgunder,44.1753,5.32362,52.6813,albero da frutta/Erbaceo/agrume,0
Gorgona - 2016.0 - Frescobaldi,189.0,Miscela,46.7049,22.6739,64.3578,Erbaceo/albero da frutta/nota tropicale,5
Villa Angela Falerio Pecorino - 2020.0 - Velenosi,9.46,Pecorino,45.2141,24.7545,64.7694,albero da frutta/agrume/Erbaceo,12
Roero Arneis - 2019.0 - Valfaccenda,19.78,Arneis,60.0398,22.336,51.7292,albero da frutta/Erbaceo/agrume,12
Vigna Astroni Campi Flegrei Falanghina - 2016.0 - Cantine Astroni,16.0,Falanghina,51.6706,9.65282,31.865,agrume/Erbaceo/vegetale,13
Cambrugiano Verdicchio di Matelica Riserva - 2018.0 - Belisario,14.49,Verdicchio,52.8584,21.5718,61.1333,albero da frutta/legno/Erbaceo,22
Flors di Uis - 2007.0 - Vie di Romans,55.0,Miscela,63.2268,23.7371,52.4442,albero da frutta/Erbaceo/agrume,7
Lugana - 2020.0 - Cà Maiol,9.33,Trebbiano,50.9743,24.2112,51.0427,albero da frutta/agrume/Erbaceo,19
Balciana - 2017.0 - Sartarelli,29.9,Verdicchio,57.6193,25.7318,64.0433,Erbaceo/agrume/Invecchiamento,3
Gaia & Rey Langhe - 2015.0 - Gaja,269.0,Chardonnay,63.2395,29.4493,47.8681,legno/albero da frutta/Erbaceo,9
Müller Thurgau - 2019.0 - Abbazia di Novacella (Stiftskellerei Neustift),13.38,Müller-Thurgau,34.0952,13.4637,37.0339,albero da frutta/agrume/Erbaceo,13
Vigna delle Forche Müller Thurgau - 2017.0 - Cembra,19.0,Müller-Thurgau,30.5289,11.0012,36.4603,agrume/Erbaceo/vegetale,13
La Pettegola Vermentino - 2021.0 - Banfi,9.9,Vermentino,41.7316,25.4615,64.0949,agrume/albero da frutta/Erbaceo,2
Carolina Marengo Grillo - 2017.0 - Feudi del Pisciotto,13.5,Grillo,66.2072,8.97934,36.7114,albero da frutta/legno/agrume,4
Solesta - 2016.0 - La Costa,16.7,Miscela,58.944,17.2641,51.5615,albero da frutta/agrume/Erbaceo,7
Grecante Grechetto Colli Martani - 2019.0 - Arnaldo-Caprai,12.0,Grechetto,42.32,22.5821,65.971,albero da frutta/Erbaceo/agrume,12
Le Vaglie Verdicchio dei Castelli di Jesi Classico - 2020.0 - Azienda Santa Barbara - Stefano Antonucci,11.43,Verdicchio,42.7548,22.3402,65.0889,albero da frutta/agrume/Erbaceo,3
Cala Reale Vermentino di Sardegna - 2018.0 - Sella & Mosca,11.48,Vermentino,57.0886,10.6866,34.6177,Erbaceo/agrume/albero da frutta,2
Balbino Vermentino di Maremma Toscana - 2020.0 - Terenzi,11.4,Vermentino,40.8811,21.7083,63.2477,albero da frutta/Erbaceo/agrume,2
Chardonnay - 2018.0 - Damilano,35.9,Chardonnay,57.665,18.4206,42.6887,legno/agrume/albero da frutta,4
Vigneti di Foscarino Soave Classico - 2018.0 - Inama Azienda Agricola,21.28,Garganega,36.5822,8.52189,56.2346,albero da frutta/Erbaceo/legno,22
Lugana San Benedetto - 2020.0 - Zenato,9.67,Trebbiano,58.2117,23.0207,50.2841,albero da frutta/agrume/Erbaceo,19
Chardonnay - 2012.0 - Jermann,34.88,Chardonnay,59.8109,24.6974,50.576,albero da frutta/legno/agrume,4
Aristos Grüner Veltliner - 2018.0 - Kellerei Eisacktal - Cantina Valle Isarco,18.0,Grüner Veltliner,61.739,22.6993,51.9517,agrume/albero da frutta/Erbaceo,12
Chardonnay - 2020.0 - Les Crêtes,13.8,Chardonnay,57.5483,24.9901,51.2369,albero da frutta/agrume/Erbaceo,12
Ancherona Chardonnay Toscana - 2019.0 - San Felice,9.9,Chardonnay,47.9573,26.5372,64.8919,legno/albero da frutta/lieviti,9
Petite Arvine - 2020.0 - Les Crêtes,13.85,Petite Arvine,59.285,21.9382,53.4476,albero da frutta/agrume/Erbaceo,12
Quintessenz Pinot Bianco - 2018.0 - Kellerei . Cantina KALTERN,21.0,Weissburgunder,37.213,0.365225,52.5113,albero da frutta/Erbaceo/agrume,0
Perelise Gewürztraminer - 2020.0 - Colterenzio (Schreckbichl),12.81,Gewürztraminer,64.8493,42.396,29.0607,albero da frutta/spezie/nota tropicale,5
Sauvignon Blanc - 2019.0 - Lis Neris,16.5,Sauvignon Blanc,60.0842,18.1061,52.8465,agrume/albero da frutta/nota tropicale,11
Hill Pinot Grigio - 2020.0 - Nals Margreid,11.1,Pinot Grigio,43.9393,11.963,43.6585,albero da frutta/agrume/Erbaceo,8
Sicilia Damarino - 2020.0 - Donnafugata,9.34,Miscela,48.238,15.4091,39.5332,albero da frutta/agrume/Erbaceo,7
Turbiana - 2018.0 - Filippi,23.18,Trebbiano,58.2908,23.1762,55.0474,Erbaceo/albero da frutta,19
Cecu d'la Biunda Roero Arneis - 2019.0 - Monchiero Carbone,15.9,Arneis,60.0647,22.0787,51.4578,albero da frutta/agrume/Erbaceo,12
Nettare Veneto Bianco - 1995.0 - Dal Forno Romano,248.0,Garganega,69.3277,41.292,44.0588,albero da frutta/Erbaceo/legno,22
Chardonnay Toscana - 2016.0 - Monteverro,81.99,Chardonnay,51.1908,21.0283,55.4588,legno/Erbaceo/albero da frutta,9
Festival Weissburgunder - 2019.0 - Kellerei Meran,10.9,Weissburgunder,38.7677,0.711392,57.9196,albero da frutta/agrume/Erbaceo,0
Gewürztraminer - 2020.0 - Cantina Bolzano / Kellerei Bozen,14.8,Gewürztraminer,64.7923,39.8145,28.6332,albero da frutta/Erbaceo/nota tropicale,5
Per Eva - 2018.0 - Tenuta San Francesco,26.9,Falanghina,55.3946,3.37433,37.9336,albero da frutta/Erbaceo/agrume,13
Verduzzo - 2017.0 - I Clivi,17.69,Verduzzo,54.721,22.8275,51.9557,albero da frutta/agrume/Erbaceo,12
Bianco di Ampeleia - 2020.0 - Ampeleia,16.54,Trebbiano,43.7802,17.6205,64.5059,agrume/Erbaceo/albero da frutta,19
Dardinello Zibibbo - 2020.0 - Assuli,10.3,Zibibbo,47.1786,5.79121,36.3379,Erbaceo/agrume/albero da frutta,13
Latour a Civitella - 2019.0 - Sergio Mottura,20.9,Grechetto,51.9384,20.2981,63.0164,legno/albero da frutta/Erbaceo,22
Greco Di Tufo Cutizzi - 2017.0 - Feudi di San Gregorio,22.0,Greco,60.4333,5.56963,45.1185,albero da frutta/Erbaceo/agrume,16
Polveri della Scarrupata - 2018.0 - Nanni Copé,38.0,Fiano,74.3098,5.4079,54.4351,agrume/Erbaceo,16
Derthona Sterpi - 2018.0 - Vigneti Massa,49.5,Timorasso,71.9353,23.9976,52.67,Erbaceo/albero da frutta/agrume,20
Villa Cordevigo Bianco - 2017.0 - Villabella,24.47,Miscela,65.4444,20.2645,46.502,legno/nota tropicale/Erbaceo,22
Passolento Castelli di Jesi - 2018.0 - La Marca di San Michele,23.9,Verdicchio,52.5532,21.4299,64.3951,agrume/Erbaceo/albero da frutta,3
Soave - 2018.0 - Tamellini,12.18,Garganega,31.0684,0.366355,57.5201,albero da frutta/agrume/Erbaceo,17
Vigna Di Gabri - 2018.0 - Donnafugata,15.68,Miscela,59.1202,7.22535,35.3724,albero da frutta/Erbaceo/agrume,7
Is Argiolas Vermentino di Sardegna - 2021.0 - Argiolas,13.5,Vermentino,62.6025,11.3598,35.6501,albero da frutta/Erbaceo/agrume,2
Raif Sauvignon - 2020.0 - Castelfeder,14.95,Sauvignon Blanc,60.4626,23.5285,54.1154,nota tropicale/albero da frutta/vegetale,1
Cecu d'la Biunda Roero Arneis - 2020.0 - Monchiero Carbone,13.37,Arneis,60.0647,22.0787,51.4578,albero da frutta/agrume/Erbaceo,12
Fiorfiore - 2014.0 - Cantina Roccafiore,42.0,Grechetto,50.7582,23.1177,66.0143,albero da frutta/legno/agrume,4
Chardonnay Kreuth - 2018.0 - Terlan (Terlano),22.98,Chardonnay,63.7498,23.1926,49.5638,legno/albero da frutta/agrume,4
Fontarca - 2016.0 - Tenimenti d’Alessandro,28.9,Viognier,50.0446,21.0717,58.8113,albero da frutta/legno/agrume,4
Piccolo Derthona Timorasso - 2019.0 - La Spinetta,20.98,Timorasso,58.394,19.3978,54.7863,agrume/albero da frutta/Erbaceo,20
Svelato Falanghina - 2020.0 - Terre Stregate,14.56,Falanghina,60.7329,12.2351,39.7512,albero da frutta/agrume/Erbaceo,13
Filo di Arianna Lugana - 2017.0 - Roveglia,22.78,Trebbiano,70.0225,37.8595,44.2757,Invecchiamento/albero da frutta/vegetale,1
Donnalaura - 2020.0 - Masseria Frattasi,26.98,Falanghina,64.8644,19.1806,35.89,Erbaceo/albero da frutta/legno,22
Fiano Di Avellino Radici - 2020.0 - Mastroberardino,15.43,Fiano,60.4985,3.52055,37.5787,albero da frutta/Erbaceo/agrume,16
Monte del Cuca - 2019.0 - Menti Giovanni,26.1,Garganega,64.6391,20.9816,46.7433,agrume/albero da frutta/Erbaceo,17
Kerner - 2019.0 - Taschlerhof,19.0,Kerner,64.0967,17.6972,55.1917,albero da frutta/Erbaceo/nota tropicale,5
Teresa Manara Chardonnay - 2018.0 - Cantele,22.8,Chardonnay,62.3854,4.03972,36.966,legno/albero da frutta/agrume,4
Teresa Manara Chardonnay VT - 2018.0 - Cantele,27.95,Chardonnay,69.4763,10.3338,35.2859,legno/albero da frutta/lieviti,9
Falanghina Campi Flegrei - 2019.0 - La Sibilla,24.7,Falanghina,55.0143,5.37963,37.7544,agrume/Erbaceo/albero da frutta,13
Ribolla Gialla - 2010.0 - Radikon,108.0,Ribolla Gialla,65.7849,23.7188,52.273,agrume/Erbaceo/albero da frutta,12
Sauvignon - 2020.0 - Ca' Bolani,9.9,Sauvignon Blanc,55.8619,19.6503,52.7355,agrume/nota tropicale/vegetale,1
Campanaro - 2017.0 - Feudi di San Gregorio,24.5,Miscela,57.78,11.3465,42.5316,agrume/Erbaceo/albero da frutta,7
Dadà Langhe Chardonnay - 2018.0 - Negretti,15.0,Chardonnay,62.2122,30.6365,43.986,legno/albero da frutta/Erbaceo,9
Selva di Sotto Castelli di Jesi Verdicchio Riserva Classico - 2015.0 - La Staffa,158.8,Verdicchio,45.1958,19.2845,69.7574,legno/agrume/Invecchiamento,18
Rïes Riesling - 2015.0 - Conte Vistarino,14.65,Riesling,57.1367,26.0783,49.6352,albero da frutta/agrume/Erbaceo,12
Moscato d'Autunno - 2020.0 - Saracco,16.05,Moscato Bianco,59.1563,53.6527,49.6479,albero da frutta/nota tropicale/lieviti,6
Collio Pinot Grigio - 2018.0 - Schiopetto,17.5,Pinot Grigio,45.6839,18.0153,39.7204,albero da frutta/Erbaceo/agrume,8
Müller Thurgau - 2020.0 - St. Michael-Eppan,10.49,Müller-Thurgau,32.3116,7.93197,35.9711,albero da frutta/agrume/Erbaceo,13
Biancolella Ischia - 2021.0 - Casa d'Ambra,11.9,Biancolella,55.4478,4.52217,38.0402,Erbaceo/agrume/albero da frutta,13
Grüner Veltliner - 2020.0 - Kellerei Eisacktal - Cantina Valle Isarco,9.8,Grüner Veltliner,59.2318,22.282,54.7889,albero da frutta/agrume/Erbaceo,12
Rossj-Bass Langhe - 2017.0 - Gaja,91.0,Chardonnay,59.5008,23.2109,51.5095,agrume/legno/Erbaceo,18
Sirmian Pinot Bianco - 2019.0 - Nals Margreid,19.3,Weissburgunder,42.764,7.12547,57.7353,albero da frutta/agrume/Erbaceo,0
Rossj-Bass Langhe - 2020.0 - Gaja,58.0,Chardonnay,59.5008,23.2109,51.5095,agrume/legno/Erbaceo,18
Pecorino - 2019.0 - Fazi Battaglia,7.35,Pecorino,45.5063,24.1375,61.0203,agrume/albero da frutta/Floreale,11
Greco Di Tufo Cutizzi - 2016.0 - Feudi di San Gregorio,22.0,Greco,60.4333,5.56963,45.1185,albero da frutta/Erbaceo/agrume,16
Tonsur - 2019.0 - Pranzegg,26.27,Miscela,52.0433,22.3729,53.6077,Erbaceo/agrume/albero da frutta,7
Indigeno - 2019.0 - Ancarani,14.98,Trebbiano,48.927,10.1678,53.7044,albero da frutta/agrume/Erbaceo,19
Misobolo Erbaluce di Caluso - 2019.0 - Cieck,15.2,Erbaluce,56.6991,23.0226,55.1041,albero da frutta/agrume/Erbaceo,12
Vernaccia di San Gimignano - 2020.0 - Fontaleoni,7.8,Vernaccia,40.432,17.3314,68.2319,albero da frutta/agrume/Erbaceo,12
Cometa - 2020.0 - Planeta,20.5,Fiano,63.7933,10.1408,33.5694,albero da frutta/Erbaceo/agrume,16
Tirsat Chardonnay - Viognier - 2018.0 - Gurra di Mare,14.0,Miscela,66.7282,13.5916,32.8751,albero da frutta/Erbaceo/legno,22
Toscana Batar - 2000.0 - Querciabella,149.0,Miscela,50.3016,29.4964,63.1536,legno/albero da frutta/Erbaceo,22
Villa Fidelia Bianco - 2017.0 - Sportoletti,12.0,Miscela,49.2229,23.8837,60.0464,legno/agrume/Erbaceo,18
Ribolla Gialla - 2015.0 - La Castellada,32.9,Ribolla Gialla,65.112,26.2693,48.7897,Erbaceo/legno/agrume,18
Jalè (Tenuta Ficuzza) - 2018.0 - Cusumano,22.48,Chardonnay,67.026,10.2588,32.6284,legno/Erbaceo/lieviti,9
Greco di Tufo - 2020.0 - Cantine di Marzo,13.4,Greco,58.3013,4.5854,51.8984,agrume/Erbaceo/albero da frutta,16
Bianco Pomice - 2020.0 - Tenuta di Castellaro,21.7,Carricante,59.7263,4.40923,40.1677,Erbaceo/agrume/albero da frutta,15
Leonardo da Vinci Toscana Vermentino - 2020.0 - Cantine Leonardo da Vinci,9.89,Vermentino,37.9256,31.4612,58.855,agrume/albero da frutta/Erbaceo,2
Bianco Fumo Sauvignon - 2016.0 - Sandro de Bruno,16.78,Sauvignon Blanc,60.2434,13.3962,53.8339,agrume/albero da frutta/vegetale,1
Gocce d'Oro - 2020.0 - Bulgarini,17.03,Trebbiano,50.1964,17.3866,57.229,lieviti,6
Collio Sauvignon - 2020.0 - Marco Felluga,11.9,Sauvignon Blanc,58.358,20.2569,53.669,agrume/vegetale/albero da frutta,1
Pètris Malvasia - 2019.0 - Venica & Venica,18.5,Malvasia,62.3313,23.5261,51.6999,agrume/Erbaceo/albero da frutta,20
Bombigiana - 2019.0 - Progetto Calcarius,17.98,Bombino Bianco,64.0831,1.77384,29.0446,agrume/frutta secca/albero da frutta,11
Vigna del Vulcano Lacryma Christi del Vesuvio Bianco - 2014.0 - Villa Dora,22.4,Miscela,70.4263,5.62813,39.7557,albero da frutta/Erbaceo/legno,22
Flora Chardonnay - 2019.0 - Girlan,22.4,Chardonnay,63.3033,20.8119,47.8574,legno/albero da frutta/Erbaceo,9
Etna Bianco - 2019.0 - Giovanni Rosso,25.9,Carricante,59.1093,6.75428,36.211,Erbaceo/agrume/albero da frutta,15
Moscato Giallo Goldmuskateller - 2020.0 - Tramin,9.9,Moscato Giallo,61.6335,54.296,39.6586,albero da frutta/nota tropicale/agrume,11
Lugana - 2020.0 - Zamichele,11.5,Trebbiano,63.3639,24.0497,47.9585,albero da frutta/nota tropicale/agrume,11
Ribolla Gialla - 2019.0 - Le Vigne di Zamò,13.5,Ribolla Gialla,56.0127,22.1462,52.8403,albero da frutta/Erbaceo/agrume,12
Renesio Roero Arneis - 2019.0 - Malvirà,12.72,Arneis,59.345,24.3065,49.4794,Erbaceo/agrume/albero da frutta,12
Ageno - 2019.0 - La Stoppa,26.49,Malvasia,68.2728,23.2938,52.9274,agrume/Erbaceo/albero da frutta,20
Pietranera - 2019.0 - Marco de Bartoli,23.0,Zibibbo,56.6141,7.87645,37.4369,Erbaceo/agrume/albero da frutta,13
Misco Verdicchio dei Castelli di Jesi Classico Superiore - 2019.0 - Tenuta di Tavignano,15.5,Verdicchio,45.1587,21.3588,65.5286,agrume/albero da frutta/Erbaceo,3
Vespa Bianco - 2016.0 - Bastianich,23.88,Chardonnay,67.0742,27.7979,48.2847,Erbaceo/albero da frutta/legno,9
Le Chiusure Erbaluce di Caluso - 2020.0 - Favaro,20.0,Erbaluce,62.0419,22.2079,54.867,Erbaceo/agrume/albero da frutta,12
Gavi Villa Scolca - 2019.0 - La Scolca,11.9,Cortese,17.853,0.0,74.6492,agrume/albero da frutta/Erbaceo,10
Maso Toresella Cuvée Vigneti delle Dolomiti - 2017.0 - Cavit,21.0,Miscela,52.3546,34.5319,46.0176,Erbaceo/albero da frutta/nota tropicale,5
Plon Gewürztraminer - 2018.0 - Bellutti,26.18,Gewürztraminer,67.625,39.7344,30.1875,lieviti/nota tropicale/agrume,11
Lafóa Chardonnay - 2019.0 - Colterenzio (Schreckbichl),24.5,Chardonnay,64.8759,25.9354,46.6434,legno/albero da frutta/nota tropicale,6
Pianacce Vermentino Colli di Luni - 2018.0 - Giacomelli,12.95,Vermentino,58.449,19.4226,54.3251,albero da frutta/Erbaceo/agrume,2
Lalúci Grillo - 2021.0 - Baglio del Cristo di Campobello,14.49,Grillo,54.8344,7.71517,45.696,agrume/albero da frutta/Erbaceo,13
Soave Classico Colombara - 2019.0 - Zenato,6.83,Miscela,30.2157,6.1665,55.8023,albero da frutta/agrume/Erbaceo,7
Vigne Cinquant'Anni Friulano - 2016.0 - Le Vigne di Zamò,27.0,Friulano,66.6166,15.7338,48.6337,legno/albero da frutta/Erbaceo,22
Tra l'Altro Bianco - 2018.0 - Carussin,17.38,Miscela,55.3107,29.8023,55.5014,albero da frutta/agrume/nota tropicale,11
Sortesele Pinot Grigio Valdadige - 2020.0 - Santi,8.4,Pinot Grigio,40.2522,9.91219,44.6391,albero da frutta/Erbaceo/agrume,8
Tramonti Costa d'Amalfi Bianco - 2020.0 - Tenuta San Francesco,13.0,Falanghina,57.2241,1.01427,36.8356,albero da frutta/agrume/Erbaceo,13
Pecorino Colli Aprutini - 2017.0 - Emidio Pepe,98.0,Pecorino,48.7848,27.9039,64.972,Erbaceo/albero da frutta/agrume,12
Venezia Giulia Pinot Grigio - 2020.0 - Lis Neris,16.1,Pinot Grigio,47.1018,12.8936,40.7017,agrume/albero da frutta/Erbaceo,8
Marne Bianco - 2018.0 - Le Marne,11.88,Cortese,23.7346,7.61282,79.9308,albero da frutta/Erbaceo/agrume,10
Merlot Bianco - 2019.0 - Foffani - Casa Antica Mosaici,7.4,Merlot,55.4858,21.5418,48.3796,Erbaceo/agrume/albero da frutta,12
Calvarino Soave Classico - 2019.0 - Pieropan,17.5,Garganega,31.3912,3.80164,58.2685,albero da frutta/agrume/Erbaceo,17
Versiano Verdicchio dei Castelli di Jesi Classico Superiore - 2020.0 - Vignamato,12.3,Verdicchio,47.3734,18.9478,67.1588,albero da frutta/agrume/Invecchiamento,3
