idname,price,wine_type,legg_strutt,secco_dolce,piatto_acid,notes,Clusters
Cuvée Bois Chardonnay - 2015.0 - Les Crêtes,45.9,Chardonnay,64.6273,23.6573,51.4761,legno/albero da frutta/Erbaceo,9
Benedictus Lugana - 2020.0 - Le Morette,12.8,Trebbiano,61.6918,26.0169,48.2367,albero da frutta/Erbaceo/nota tropicale,5
Unterebner Pinot Grigio - 2020.0 - Tramin,23.4,Pinot Grigio,43.6275,15.2722,41.6293,albero da frutta/Erbaceo/legno,22
Gavi Riserva - 2017.0 - La Raia,19.0,Cortese,25.2393,1.193,77.4436,agrume/albero da frutta/Erbaceo,10
Plötzner Weissburgunder - 2017.0 - Kellerei St. Pauls,11.0,Weissburgunder,41.3674,0.0,60.4827,albero da frutta/agrume/legno,4
Il Lugana - 2020.0 - Pasini San Giovanni,13.5,Trebbiano,52.3851,19.0714,52.351,albero da frutta/agrume/Erbaceo,19
Grecanico - 2020.0 - Azienda Agricola Pianogrillo,10.89,Grecanico,52.7191,0.0,41.8727,albero da frutta/Erbaceo/agrume,13
Sauvignon - 2018.0 - Artico,11.9,Sauvignon Blanc,60.5,18.1436,60.3936,albero da frutta/vegetale/Erbaceo,14
Recit Roero Arneis - 2019.0 - Monchiero Carbone,12.1,Arneis,61.674,25.5401,47.715,albero da frutta/agrume/Erbaceo,12
Müller - Thurgau - 2019.0 - Alois Lageder,9.9,Müller-Thurgau,28.9111,7.27854,33.0761,albero da frutta/agrume/Erbaceo,13
Ravello Costa d'Amalfi - 2019.0 - Marisa Cuomo,18.2,Miscela,61.4165,2.8759,45.923,albero da frutta/Erbaceo/agrume,7
Su'orma - 2018.0 - Su'entu,14.55,Vermentino,59.001,12.3156,42.4175,legno/Erbaceo/vegetale,18
Sauvignon - 2020.0 - Erste+Neue,9.49,Sauvignon Blanc,55.4406,23.4215,57.3554,agrume/vegetale/albero da frutta,1
Piano dei Daini Etna Bianco - 2019.0 - Tenute Bosco,18.4,Carricante,56.1569,0.0,43.4479,Erbaceo/agrume/albero da frutta,15
Tradition Chardonnay - 2020.0 - Terlan (Terlano),11.7,Chardonnay,59.3881,21.7442,53.1749,albero da frutta/agrume/legno,4
Maso Warth Riesling Renano - 2019.0 - Moser,13.92,Riesling,54.1758,31.988,52.346,albero da frutta/agrume,11
Vigna Il Cantico della Figura Castelli di Jesi Verdicchio Riserva Classico - 2017.0 - Andrea Felici,50.96,Verdicchio,43.3264,23.5558,63.3708,albero da frutta/agrume/Erbaceo,3
Albablu Vermentino - 2020.0 - Campo alle Comete,9.9,Vermentino,34.9257,31.0338,67.8754,vegetale/agrume/Erbaceo,2
Vom Stein Pinot Bianco - 2019.0 - Castelfeder,13.8,Pinot Blanc,44.1598,4.51343,54.968,albero da frutta/agrume/Erbaceo,0
Falanghina - 2020.0 - Feudi di San Gregorio,8.4,Falanghina,61.68,2.49842,39.3146,agrume/albero da frutta/Erbaceo,13
Ischia Biancolella - 2020.0 - Cenatiempo,12.89,Biancolella,57.2482,13.7001,42.0756,albero da frutta/Erbaceo/agrume,13
Tenuta Guado al Tasso Vermentino Bolgheri - 2020.0 - Antinori,13.5,Vermentino,41.7737,22.0409,66.6031,agrume/albero da frutta/Erbaceo,2
R Sylvaner - 2018.0 - Köfererhof,24.9,Sylvaner,62.2966,25.2775,50.2999,agrume/Erbaceo/albero da frutta,20
Sophie - 2019.0 - Manincor,35.74,Chardonnay,61.883,20.6686,48.617,albero da frutta/legno/agrume,4
Weissburgunder (Pinot Bianco) - 2019.0 - St. Michael-Eppan,23.5,Pinot Blanc,44.5365,12.5155,56.8418,albero da frutta/Erbaceo/agrume,0
Oasi Mantellina Lugana - 2019.0 - Allegrini,12.9,Trebbiano,60.3646,19.1025,53.7302,albero da frutta/agrume/Erbaceo,19
Droppello Toscana Bianco - 2019.0 - Fertuna,14.3,Sangiovese,43.8983,20.7231,64.722,Erbaceo/albero da frutta/agrume,12
Puntay Sauvignon - 2019.0 - Erste+Neue,12.85,Sauvignon Blanc,64.5771,26.6975,53.2716,Erbaceo/nota tropicale/vegetale,5
Monte San Piero Soave Superiore - 2018.0 - Sandro de Bruno,19.76,Garganega,44.6626,14.4854,53.9769,albero da frutta/Erbaceo/legno,22
Campanaro - 2010.0 - Feudi di San Gregorio,37.0,Miscela,57.78,11.3465,42.5316,agrume/Erbaceo/albero da frutta,7
Pinot Bianco - 2019.0 - Jermann,16.4,Pinot Blanc,39.9098,0.0,58.2533,albero da frutta/agrume/Erbaceo,0
Palmazio Vermentino - 2020.0 - La Piana,18.6,Vermentino,38.0027,18.571,67.5288,albero da frutta/agrume/Erbaceo,2
Piccolo Derthona Timorasso - 2020.0 - La Spinetta,25.0,Timorasso,58.394,19.3978,54.7863,agrume/albero da frutta/Erbaceo,20
Coda di Volpe del Nonno - 2018.0 - Cantine dell'Angelo,15.4,Coda di Volpe Biancha,60.9781,9.09211,49.8553,vegetale,1
Stern Sauvignon - 2020.0 - Kellerei . Cantina KALTERN,13.2,Sauvignon Blanc,61.7465,23.6475,51.9672,Erbaceo/agrume/albero da frutta,14
Illivio - 2019.0 - Livio Felluga,29.9,Miscela,59.7321,29.0735,44.6743,legno/albero da frutta/Erbaceo,22
Turmhof Sauvignon Blanc - 2019.0 - Tiefenbrunner,17.0,Sauvignon Blanc,58.2315,17.0747,51.1333,vegetale/agrume/albero da frutta,1
Riesling Alto Adige Castel Ringberg - 2019.0 - Elena Walch,21.9,Riesling,57.8174,26.9659,56.6018,agrume/Erbaceo/albero da frutta,12
Piantagrane - 2018.0 - Villa Job,21.0,Pinot Gris,48.3525,17.0967,47.4861,agrume/albero da frutta/nota tropicale,11
Molin Lugana - 2019.0 - Cà Maiol,13.8,Verdicchio,58.8656,23.5749,51.0621,albero da frutta/Erbaceo/agrume,3
Quojane di Serramarrocco - 2014.0 - Barone di Serramarrocco,13.3,Zibibbo,66.6784,11.9019,39.3538,albero da frutta/Erbaceo/agrume,13
Rincrocca Castelli di Jesi Verdicchio Riserva Classico - 2018.0 - La Staffa,23.2,Verdicchio,49.5964,21.1894,63.5845,agrume/Erbaceo/albero da frutta,3
Falanghina - 2020.0 - Vinosia,7.4,Falanghina,64.1764,4.26705,35.2428,agrume/albero da frutta/Erbaceo,13
Derthona Timorasso Colli Tortonesi - 2019.0 - Boveri Luigi,15.4,Timorasso,64.8452,14.7677,49.5388,Erbaceo/agrume/albero da frutta,20
Vintage Tunina - 2019.0 - Jermann,45.0,Sauvignon Blanc,64.6122,27.2301,48.8887,albero da frutta/Erbaceo/agrume,14
Vespaiolo - 2019.0 - La Costa,12.8,Vespaiola,45.1813,15.6355,58.4386,agrume,11
Michei - 2018.0 - J. Hofstätter,19.45,Müller-Thurgau,51.6232,18.5567,44.7281,albero da frutta/agrume/Erbaceo,13
Alma Terra - 2020.0 - Bellavista,16.89,Chardonnay,55.2625,19.9917,46.2107,agrume/Erbaceo/albero da frutta,12
Lugana Superiore - 2017.0 - Ca' Lojera,18.19,Verdicchio,62.8314,25.8552,51.5504,albero da frutta/Erbaceo/Invecchiamento,3
Sylvaner - 2019.0 - Pacherhof,18.7,Sylvaner,57.4373,18.8417,56.9358,albero da frutta/Erbaceo/agrume,20
Chardonnay Garda - 2020.0 - S. Cristina,9.65,Chardonnay,56.8294,22.4533,49.9981,albero da frutta/Erbaceo/agrume,12
Gavi - 2019.0 - La Raia,11.8,Cortese,20.0182,0.0,78.8944,agrume/albero da frutta/Erbaceo,10
Solosole Vermentino - 2019.0 - Poggio Al Tesoro,17.8,Vermentino,45.5901,21.0779,66.5161,albero da frutta/agrume/Erbaceo,2
Fleur Petite Arvine - 2018.0 - Les Crêtes,23.7,Petite Arvine,61.7956,12.4983,59.8377,Erbaceo/albero da frutta/agrume,12
Gewürztraminer - 2020.0 - Abbazia di Novacella (Stiftskellerei Neustift),12.99,Gewürztraminer,61.9594,33.3058,30.9926,Erbaceo/nota tropicale/albero da frutta,5
Tradition Müller Thurgau - 2020.0 - Terlan (Terlano),11.08,Müller-Thurgau,29.2025,17.1698,35.3705,albero da frutta/agrume/nota tropicale,11
Vigna del Vulcano Lacryma Christi del Vesuvio Bianco - 2016.0 - Villa Dora,17.9,Miscela,70.332,5.55437,39.6186,albero da frutta/Erbaceo/legno,22
Nozze d'Oro - 2019.0 - Tasca d'Almerita,23.2,Miscela,55.1446,15.806,40.5615,Erbaceo/albero da frutta/agrume,7
Bidis Terre Siciliane - 2016.0 - Valle dell'Acate,13.9,Chardonnay,67.0262,21.511,29.4951,legno/Erbaceo/albero da frutta,9
Arcese Bianco - 2019.0 - Bera Vittorio e Figli,15.89,Cortese,64.7968,1.36337,34.7013,albero da frutta/agrume/Erbaceo,10
Petelia - 2019.0 - Ceraudo,13.4,Miscela,67.5465,2.1732,29.7734,nota tropicale/albero da frutta/legno,6
Dis Cumieris Malvasia Istriana - 2019.0 - Vie di Romans,23.38,Malvasia,56.6403,22.212,49.9472,albero da frutta/Erbaceo/agrume,20
Il Montino - 2018.0 - La Colombera - Piercarlo Semino,28.6,Timorasso,65.7412,20.4703,52.7857,Erbaceo/albero da frutta/agrume,20
Montefalco Bianco - 2018.0 - Scacciadiavoli,12.7,Miscela,46.0656,19.535,67.625,albero da frutta/legno/agrume,4
Lahner Sylvaner - 2016.0 - Taschlerhof,20.9,Sylvaner,58.0579,28.912,49.0386,nota tropicale/Erbaceo,5
Löwengang Chardonnay - 2012.0 - Alois Lageder,76.0,Chardonnay,62.271,24.766,45.908,legno/albero da frutta/Erbaceo,9
Fossili Gavi del Comune di Gavi - 2020.0 - San Silvestro,9.89,Cortese,20.1703,0.32274,74.5483,agrume/albero da frutta/Erbaceo,10
Langhe Bianco - 2018.0 - Roagna,30.16,Chardonnay,59.4798,19.7088,48.0531,legno/Erbaceo/albero da frutta,9
Santagostino Baglio Sorìa White - 2020.0 - Firriato,12.55,Chardonnay,59.7351,7.67368,34.4858,albero da frutta/agrume/legno,4
Timeo Grillo - 2020.0 - Baglio di Pianetto,11.4,Grillo,57.0395,6.76156,42.1147,agrume/albero da frutta/Erbaceo,13
Sauvignon - 2020.0 - La Tunella,13.25,Sauvignon Blanc,59.108,25.4159,50.61,albero da frutta/agrume/nota tropicale,11
Venezia Giulia Confini - 2016.0 - Lis Neris,34.9,Miscela,67.1851,27.8912,51.1607,nota tropicale/albero da frutta/Erbaceo,5
Fiorile - 2020.0 - Fondo San Giuseppe,19.9,Albana,67.5471,21.7777,46.7689,Erbaceo/albero da frutta/agrume,12
Alastro - 2019.0 - Planeta,10.9,Miscela,59.2935,6.02533,37.1425,albero da frutta/agrume/Erbaceo,7
Sylvaner - 2020.0 - Kellerei Eisacktal - Cantina Valle Isarco,18.3,Sylvaner,52.5415,18.8072,54.072,albero da frutta/Erbaceo/agrume,20
Sabiona Sylvaner - 2018.0 - Kellerei Eisacktal - Cantina Valle Isarco,33.83,Sylvaner,52.3972,17.2508,50.6787,albero da frutta/agrume/Erbaceo,20
Trebbiano d'Abruzzo - 2007.0 - Emidio Pepe,170.0,Trebbiano,49.6489,25.5552,65.5468,Erbaceo/albero da frutta/agrume,19
Pecorino - 2020.0 - Pemo,8.8,Pecorino,62.8964,0.321133,35.971,agrume/albero da frutta/nota tropicale,11
Numero Chiuso Vermentino - 2017.0 - Lvnae,36.0,Vermentino,67.9945,27.7751,51.1064,Erbaceo/albero da frutta/agrume,2
Casale Venza Verdicchio di Matelica - 2018.0 - Marco Gatti,7.0,Verdicchio,52.9062,21.7202,65.4896,Erbaceo/agrume/albero da frutta,3
Pecorino Colli Aprutini - 2019.0 - Emidio Pepe,64.0,Pecorino,48.7848,27.9039,64.972,Erbaceo/albero da frutta/agrume,12
Greel Sauvignon Blanc Riserva - 2018.0 - Cantina Bolzano / Kellerei Bozen,25.8,Sauvignon Blanc,61.1024,24.7367,50.9922,agrume/vegetale,1
Antinoo Lazio Bianco - 2017.0 - Casale del Giglio,14.2,Miscela,49.1185,23.1054,65.4688,legno/Erbaceo/agrume,18
Taerra Vermentino di Gallura Superiore - 2020.0 - Tani,19.45,Vermentino,63.3213,9.34526,39.4039,albero da frutta/agrume/Erbaceo,2
Cirò Bianco - 2019.0 - Scala,10.9,Greco Bianco,56.5477,0.0,38.4785,albero da frutta/agrume/Erbaceo,13
Langhe Arneis Montebertotto - 2020.0 - Castello di Neive,14.9,Arneis,62.7815,17.8465,52.6237,agrume/albero da frutta/Erbaceo,12
Derthona Montecitorio - 2016.0 - Vigneti Massa,47.5,Timorasso,65.1374,21.9705,52.1023,Erbaceo/albero da frutta/agrume,20
Fiano Di Avellino Pietracalda - 2014.0 - Feudi di San Gregorio,17.5,Fiano,60.1488,3.10388,42.6204,agrume/albero da frutta/Erbaceo,16
Nekaj - 2017.0 - Damijan Podversic,43.2,Friulano,71.3446,28.3642,47.3257,agrume/Erbaceo/albero da frutta,21
Riserva Nova Domus Terlaner - 2014.0 - Terlan (Terlano),124.0,Chardonnay,65.4024,25.697,48.5208,albero da frutta/Erbaceo/legno,9
Fiano Di Avellino Pietracalda - 2018.0 - Feudi di San Gregorio,17.0,Fiano,60.1488,3.10388,42.6204,agrume/albero da frutta/Erbaceo,16
Gewürztraminer Lunare - 2015.0 - Terlan (Terlano),60.0,Gewürztraminer,65.1104,41.7373,27.7935,nota tropicale/Erbaceo/agrume,5
Trebbiano Spoletino - 2018.0 - Chiesa del Carmine,18.0,Trebbiano,48.1911,13.1304,61.4304,albero da frutta/agrume/Erbaceo,19
Grillo Vigna di Mandranova - 2020.0 - Alessandro di Camporeale,12.5,Grillo,59.8562,5.96997,44.6808,agrume/albero da frutta/Erbaceo,13
Carjcanti Bianco - 2018.0 - Gulfi,18.0,Carricante,63.1687,5.39962,37.5198,Erbaceo/albero da frutta/agrume,15
Campanaro - 2018.0 - Feudi di San Gregorio,24.5,Fiano,57.78,11.3465,42.5316,agrume/Erbaceo/albero da frutta,16
Vanedda Bianco - 2018.0 - Cortese,15.5,Grillo,67.2049,16.9055,34.6146,nota tropicale/albero da frutta/legno,6
Sylvaner - 2011.0 - Köfererhof,21.4,Sylvaner,59.8845,24.3901,53.0376,albero da frutta/agrume/Erbaceo,20
Venezia Giulia Lis - 2017.0 - Lis Neris,33.4,Miscela,66.357,27.6223,55.4288,albero da frutta/legno/Erbaceo,22
Verdicchio dei Castelli di Jesi Classico Superiore - 2016.0 - Antonio Canestrari,27.99,Verdicchio,48.6444,20.15,60.9333,albero da frutta/agrume/nota tropicale,11
Venezia Giulia Jurosa (Chardonnay) - 2017.0 - Lis Neris,21.6,Chardonnay,67.0281,23.9837,48.2474,legno/Erbaceo/albero da frutta,9
Toscana Batar - 2011.0 - Querciabella,110.0,Miscela,50.3027,29.4964,63.1535,legno/albero da frutta/Erbaceo,22
Monte Grande Soave Classico - 2019.0 - Prà,22.0,Miscela,35.0434,3.5725,58.2618,albero da frutta/Erbaceo/agrume,7
Breg Anfora Bianco - 2008.0 - Gravner,177.0,Miscela,68.6017,22.9642,52.1882,agrume/Erbaceo/legno,18
Pinot Grigio - 2019.0 - La Tunella,13.5,Pinot Grigio,41.1481,12.111,41.9916,agrume/albero da frutta/Erbaceo,8
Gavi - 2020.0 - La Bollina,9.5,Cortese,20.8905,0.028355,76.0495,albero da frutta/agrume/Erbaceo,10
Vermentino di Gallura Superiore - 2020.0 - Jankara,16.2,Vermentino,62.9995,0.764485,37.403,albero da frutta/agrume/Erbaceo,2
Arcosesto Orvieto Classico - 2018.0 - Cantina Altarocca,10.3,Miscela,40.087,17.587,65.0177,Erbaceo/albero da frutta/agrume,7
Villa Di Chiesa Valli di Porto Pino - 2018.0 - Santadi,19.6,Miscela,65.5244,10.3013,32.0178,legno/lieviti/albero da frutta,6
Collio Sauvignon - 2019.0 - Schiopetto,17.0,Sauvignon Blanc,62.6599,25.479,51.1245,agrume/albero da frutta/vegetale,1
Verdicchio dei Castelli di Jesi Classico Superiore - 2018.0 - Andrea Felici,15.1,Verdicchio,43.5251,19.7226,66.0919,agrume/albero da frutta/Erbaceo,3
Sylvaner - 2020.0 - Abbazia di Novacella (Stiftskellerei Neustift),11.69,Sylvaner,60.6454,26.3731,54.6861,agrume/albero da frutta/Erbaceo,20
Trebbiano Spoletino - 2020.0 - Perticaia,12.6,Trebbiano,46.3478,23.9176,64.75,agrume/albero da frutta/legno,4
Pinner Bianco Ottenuto Da Uva Nera - 2019.0 - Cavallotto,31.0,Pinot Noir,61.7567,19.5973,55.2533,albero da frutta/agrume/Erbaceo,12
Messapia Verdeca Salento - 2019.0 - Leone de Castris,8.4,Verdeca,54.3372,0.675023,44.2097,agrume/albero da frutta/spezie,11
Tschaupp Chardonnay - 2013.0 - Weingut Tenuta Schweitzer,31.0,Chardonnay,56.9459,20.3216,53.6024,Floreale/Erbaceo/agrume,12
Bussiador - 2017.0 - Aldo Conterno,85.0,Chardonnay,64.1019,26.9251,44.1759,legno/Erbaceo/albero da frutta,9
Aichberg Weiss - 2017.0 - Kornell,29.4,Miscela,52.7536,19.5056,49.4105,legno/albero da frutta/spezie,6
Unterebner Pinot Grigio - 2019.0 - Tramin,23.39,Pinot Grigio,43.6275,15.2722,41.6293,albero da frutta/Erbaceo/legno,22
Via del Campo Falanghina - 2019.0 - Quintodecimo,31.9,Falanghina,65.2887,8.93822,42.998,albero da frutta/Erbaceo/agrume,13
Quarz Sauvignon - 2019.0 - Terlan (Terlano),89.0,Sauvignon Blanc,62.7579,24.0169,50.8019,Erbaceo/nota tropicale/agrume,14
Sauvignon Blanc - 2019.0 - Attems,14.85,Sauvignon Blanc,60.8247,21.383,53.0346,agrume/albero da frutta/vegetale,1
Sintonia Greco - Fiano - 2019.0 - Vinosia,12.5,Miscela,64.586,20.6354,39.51,albero da frutta/Erbaceo/nota tropicale,5
A'Puddara Etna Bianco - 2018.0 - Tenuta di Fessina,43.0,Carricante,62.2744,3.38134,41.0055,Erbaceo/agrume/albero da frutta,15
Selida Gewürztraminer - 2021.0 - Tramin,12.7,Gewürztraminer,65.433,39.8749,31.5135,nota tropicale/albero da frutta/Erbaceo,5
Riesling - 2019.0 - Pratello,13.0,Riesling,59.2414,20.0398,52.2694,Erbaceo/agrume/albero da frutta,12
Cinqueterre - 2010.0 - Azienda Agricola Campogrande,46.0,Miscela,65.5394,28.1386,43.8172,agrume/Erbaceo/albero da frutta,7
Roero Arneis - 2019.0 - Mauro Sebaste,13.4,Arneis,64.0177,20.2039,55.2612,agrume/Erbaceo/albero da frutta,12
Where Dreams have no end (W... Dreams...) - 2019.0 - Jermann,42.9,Chardonnay,64.3928,27.2079,46.6516,legno/albero da frutta/agrume,4
Pinot Bianco - Weissburgunder - 2020.0 - Tramin,10.5,Weissburgunder,43.0124,5.06043,52.2591,albero da frutta/agrume/Erbaceo,0
Contrada Villagrande Etna Bianco - 2018.0 - Barone di Villagrande,40.85,Carricante,60.6079,4.23053,41.3437,albero da frutta/Erbaceo/legno,22
Famoso - 2020.0 - Poderi dal Nespoli,9.8,Famoso,40.4879,21.4736,61.4325,albero da frutta/agrume/Erbaceo,12
Chardonnay Langhe Bastia - 2018.0 - Conterno Fantino,26.9,Chardonnay,61.8396,22.8469,49.8149,legno/agrume/Erbaceo,18
L'Adelchi Ribolla Gialla - 2020.0 - Venica & Venica,21.9,Ribolla Gialla,51.4265,18.9285,53.9056,albero da frutta/agrume/Erbaceo,12
Altkirch Chardonnay - 2019.0 - Colterenzio (Schreckbichl),8.74,Chardonnay,55.4396,21.8259,51.8995,albero da frutta/agrume/legno,4
Kypra Verdicchio dei Castelli di Jesi Classico Superiore - 2018.0 - Ca'Liptra,14.9,Verdicchio,45.9576,17.6478,67.2099,Erbaceo/albero da frutta/agrume,3
Grechetto Montefalco - 2021.0 - Antonelli San Marco,8.1,Grechetto,45.3455,17.9808,65.2677,albero da frutta/agrume/Erbaceo,12
Fiano - 2018.0 - L'Archetipo,14.42,Fiano,62.0821,10.0675,40.4896,agrume/albero da frutta/Erbaceo,16
Castello della Sala San Giovanni della Sala Classico Superiore - 2021.0 - Antinori,14.89,Miscela,42.153,24.9434,64.1088,albero da frutta/agrume/Erbaceo,7
Aristos Sylvaner - 2019.0 - Kellerei Eisacktal - Cantina Valle Isarco,15.7,Sylvaner,61.1466,16.9753,61.0126,albero da frutta/agrume/Erbaceo,20
Pinot Grigio - 2014.0 - Andrian,11.61,Pinot Grigio,41.1935,13.9888,40.6378,albero da frutta/agrume/Erbaceo,8
Terre Alte - 2019.0 - Livio Felluga,66.5,Friulano,64.0969,28.7062,49.1429,legno/albero da frutta/nota tropicale,6
Sharis - 2020.0 - Livio Felluga,12.19,Miscela,54.55,22.0567,52.5941,albero da frutta/agrume/Erbaceo,7
Pinot Bianco Riserva Vorberg - 2019.0 - Terlan (Terlano),24.8,Weissburgunder,45.6911,10.3121,57.2392,albero da frutta/Erbaceo/agrume,0
Sauvignon Blanc - 2020.0 - Lis Neris,15.1,Sauvignon Blanc,60.0866,18.2702,52.7338,agrume/albero da frutta/nota tropicale,11
Fior di Luna - 2019.0 - Lvnae,10.9,Miscela,50.7041,27.6404,53.865,albero da frutta/agrume/Erbaceo,7
Blanc des Rosis - 2019.0 - Schiopetto,13.42,Pinot Grigio,57.3366,27.0552,52.9074,albero da frutta/Erbaceo/vegetale,8
Gewürztraminer - 2020.0 - Alois Lageder,13.4,Gewürztraminer,62.1445,34.7499,29.824,nota tropicale/albero da frutta/Erbaceo,5
Pisé Gavi - 2017.0 - La Raia,23.6,Cortese,26.1215,3.35139,79.5155,albero da frutta/Erbaceo/agrume,10
Fiano di Avellino - 2020.0 - Ciro Picariello,15.39,Fiano,62.7739,5.21127,39.9491,Erbaceo/agrume/albero da frutta,16
Etna Bianco - 2020.0 - Benanti,17.1,Carricante,56.2436,1.42259,43.6739,Erbaceo/agrume/albero da frutta,15
Langhe Nascetta - 2020.0 - Mirafiore,16.5,Nascetta,46.359,17.5,29.8568,Erbaceo,21
Jesera Pinot Grigio - 2019.0 - Venica & Venica,23.0,Pinot Grigio,46.1677,13.8514,38.1756,albero da frutta/Erbaceo/agrume,8
Fiano di Avellino - 2019.0 - Fonzone,12.9,Fiano,60.9928,4.88273,33.1283,albero da frutta/Erbaceo/agrume,16
Puntscheit Kerner - 2020.0 - Cantina Bolzano / Kellerei Bozen,14.4,Kerner,59.2712,27.839,55.2458,nota tropicale/albero da frutta/legno,6
Soave - 2020.0 - Tenuta di Corte Giacobbe,9.9,Garganega,31.6624,3.92263,61.5388,albero da frutta/agrume/Erbaceo,17
Custoza - 2013.0 - Albino Piona,13.0,Miscela,60.0645,23.7529,55.1584,albero da frutta/agrume/Erbaceo,7
Caligo Collio Sauvignon - 2019.0 - Conti Formentini,9.95,Sauvignon Blanc,55.37,21.5664,47.1506,albero da frutta/nota tropicale/agrume,11
Pfefferer - 2021.0 - Colterenzio (Schreckbichl),9.09,Moscato Giallo,53.1726,32.0526,50.3217,albero da frutta/nota tropicale/agrume,11
Bricco delle Ciliegie Arneis Roero - 2020.0 - Giovanni Almondo,17.3,Arneis,60.0121,19.0244,53.9262,albero da frutta/agrume/Erbaceo,12
Tornante Greco di Tufo - 2015.0 - Vadiaperti,29.0,Greco Bianco,68.2791,3.60341,36.6054,Erbaceo/albero da frutta/agrume,13
San Paolo Verdicchio dei Castelli di Jesi Riserva Classico - 2017.0 - Pievalta,16.9,Verdicchio,47.5004,22.6573,66.3435,agrume/Erbaceo/albero da frutta,3
Vintage Tunina - 2015.0 - Jermann,110.0,Miscela,64.6122,27.2301,48.8887,albero da frutta/Erbaceo/agrume,7
Toscana Vermentino - 2020.0 - La Spinetta,13.95,Vermentino,41.3293,20.0673,67.3328,albero da frutta/agrume/Erbaceo,2
Pian di Stio Fiano - 2019.0 - San Salvatore,28.5,Fiano,60.3605,4.83752,40.1546,albero da frutta/agrume/Erbaceo,16
Coda di Volpe Taburno Sannio - 2020.0 - Il Poggio Vini,10.9,Coda di Volpe Biancha,69.0886,12.1567,33.0432,albero da frutta/Erbaceo/nota tropicale,5
Palás Gavi - 2020.0 - Michele Chiarlo,8.5,Cortese,21.7662,0.0,74.8665,agrume/albero da frutta/Erbaceo,10
Ribolla Gialla - 2020.0 - Tenuta Stella,19.0,Ribolla Gialla,63.3239,15.6248,48.3832,albero da frutta/agrume/Erbaceo,12
Malvasia - 2018.0 - Zidarich,43.0,Malvasia,61.1518,25.3767,49.8837,agrume/Erbaceo/albero da frutta,20
Incontru Vermentino di Gallura Superiore - 2020.0 - Tenute Aini,15.34,Vermentino,60.8519,3.73633,31.5273,albero da frutta/agrume/lieviti,2
Macrina Verdicchio Dei Castelli Di Jesi Classico Superiore - 2020.0 - Garofoli,8.85,Verdicchio,42.9716,21.3996,67.8913,agrume/albero da frutta/Erbaceo,3
Venezia Giulia Picol - 2019.0 - Lis Neris,22.9,Sauvignon Blanc,60.3745,17.7261,55.5607,agrume/albero da frutta/Erbaceo,14
Vigna Meira Langhe - 2016.0 - Luigi Einaudi,18.0,Pinot Gris,61.8023,21.2522,47.8994,legno/nota tropicale/agrume,11
Alizée Etna Bianco - 2016.0 - Theresa Eccher,20.6,Carricante,64.9078,12.9628,26.9836,albero da frutta/Erbaceo/nota tropicale,5
Pratobianco - 2015.0 - Torre Fornello,35.0,Miscela,61.482,22.0907,54.1078,Floreale/albero da frutta/agrume,7
Arneis Langhe Blange - 2020.0 - Ceretto,18.4,Arneis,55.5289,25.9305,51.6201,albero da frutta/agrume/Erbaceo,12
Borc Dodon Uis Blancis - 2018.0 - Denis Montanar,30.63,Miscela,64.1454,27.0847,50.9856,agrume/Erbaceo/albero da frutta,7
Nascetta La Regina - 2018.0 - Braida,13.35,Nascetta,54.0919,22.6369,49.5394,albero da frutta/agrume/Erbaceo,12
Mareneve - 2018.0 - Federico Graziani,34.8,Miscela,59.3816,0.805632,52.2406,Erbaceo/agrume/albero da frutta,7
Ribolla Gialla - 2020.0 - Puiatti,11.4,Ribolla Gialla,54.7867,22.0926,46.781,albero da frutta/agrume/Erbaceo,12
Amedeo Bianco di Custoza Superiore - 2020.0 - Cavalchina,9.75,Miscela,59.1836,23.1435,52.1951,Erbaceo/albero da frutta/agrume,7
