company;name;avg_review;num_review;price;food_advice;country;region;wine_type;year;legg_strutt;secco_dolce;piatto_acid;notes
Biserno;Il Pino di Biserno ;4.3;1905;58.0;Manzo / Agnello / Vitello;Italia;Toscana;Miscela;2016;56.0101;43.2952;16.7706;legno/bacche nere/Erbaceo
San Leonardo;San Leonardo ;4.3;842;87.0;Manzo / Pasta / Agnello;Italia;Vigneti delle Dolomiti;Cabernet Sauvignon;2015;61.9655;42.3059;16.4878;legno/Erbaceo/bacche nere
Renieri;Brunello di Montalcino ;4.5;1382;152.0;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Brunello di Montalcino;Sangiovese;2015;49.5456;55.5285;3.12172;legno/Erbaceo/frutti rossi
Rocche dei Manzoni;Vigna Cappella di S. Stefano Perno Barolo ;4.4;35;69.55;Manzo / Pasta / Agnello;Italia;Barolo;Nebbiolo;2016;62.02;76.1137;6.62861;legno/Erbaceo/frutti rossi
Masca del Tacco;Lu Ceppu Negroamaro ;4.4;40;11.49;Manzo / Pasta / Agnello;Italia;Puglia;Negroamaro;2020;83.0313;36.7622;27.832;frutti rossi/legno/bacche nere
Giacomo Conterno;Barolo Arione ;4.6;82;325.0;Manzo / Pasta / Agnello;Italia;Barolo;Nebbiolo;2015;63.6343;70.1511;7.23461;frutti rossi/legno/bacche nere
Argiolas;Korem Isola dei Nuraghi ;4.3;83;25.6;Manzo / Pasta / Agnello;Italia;Isola dei Nuraghi;Graciano;2017;82.3695;42.9444;27.4745;legno/bacche nere/Erbaceo
Bruno Giacosa;Falletto Barolo Le Rocche del Falletto ;4.5;152;184.9;Manzo / Pasta / Agnello;Italia;Barolo;Nebbiolo;2013;58.7329;75.6924;9.36427;Erbaceo/frutti rossi/legno
Antinori;Tenuta Guado al Tasso Il Bruciato Bolgheri ;4.2;5601;35.9;Manzo / Pasta / Agnello;Italia;Bolgheri;Miscela;2019;66.7712;62.8106;9.65043;legno/bacche nere/Erbaceo
Aldo Conterno;Barolo Riserva Granbussia ;4.6;26;949.0;Manzo / Pasta / Agnello;Italia;Barolo;Nebbiolo;1982;62.2826;77.4676;11.8482;Erbaceo/legno/frutti rossi
Luigi Einaudi;Bussia Barolo ;4.3;45;89.0;Manzo / Pasta / Agnello;Italia;Barolo;Nebbiolo;2015;60.8434;77.6941;7.22789;bacche nere/legno/Erbaceo
Le Macchiole;Scrio ;4.4;118;259.0;Manzo / Agnello / Vitello;Italia;Toscana;Shiraz/Syrah;2015;54.156;41.9361;9.88684;legno/bacche nere/spezie
Sandrone;Barolo Le Vigne ;4.4;50;135.0;Manzo / Pasta / Agnello;Italia;Barolo;Nebbiolo;2017;61.9831;75.957;9.53;Erbaceo/legno/frutti rossi
Gaja;Sorì San Lorenzo ;4.5;26;480.0;Manzo / Pasta / Agnello;Italia;Barbaresco;Nebbiolo;2017;63.3511;72.7887;11.5448;Erbaceo/legno/frutti rossi
Tenuta San Guido;Guidalberto ;4.2;2197;34.4;Manzo / Agnello / Vitello;Italia;Toscana;Cabernet Sauvignon;2019;50.9547;41.0406;8.42091;legno/bacche nere/Erbaceo
Braida;Ai Suma Barbera d'Asti ;4.3;217;195.0;Pasta / Vitello / Maiale;Italia;Barbera d'Asti;Barbera;2012;60.1897;26.8724;13.5291;legno/Erbaceo/bacche nere
Gaja;Ca'Marcanda Promis Toscana ;4.2;1325;34.0;Manzo / Agnello / Vitello;Italia;Toscana;Merlot;2019;49.1032;40.1154;5.59214;legno/bacche nere/Erbaceo
Arceno;Arcanum Il Fauno di Arcanum ;4.3;48;26.49;Manzo / Agnello / Vitello;Italia;Toscana;Miscela;2019;52.0683;41.3915;4.44529;bacche nere/Erbaceo/legno
Emidio Pepe;Montepulciano d'Abruzzo ;4.3;169;212.0;Manzo / Pasta / Vitello;Italia;Montepulciano d'Abruzzo;Montepulciano;2005;39.2602;42.5684;9.09263;Erbaceo/bacche nere/frutti rossi
Rocca di Frassinello;Baffonero Maremma Toscana ;4.5;181;189.0;Manzo / Agnello / Vitello;Italia;Maremma Toscana;Merlot;2015;58.2355;47.3224;16.8119;bacche nere/legno/Erbaceo
Tenuta San Guido;Sassicaia ;4.7;3295;450.0;Manzo / Pasta / Agnello;Italia;Bolgheri Sassicaia;Miscela;2006;62.0472;64.0325;10.295;legno/bacche nere/Erbaceo
La Spinetta;Vürsù Barbaresco Valeirano ;4.3;230;108.0;Manzo / Pasta / Agnello;Italia;Barbaresco;Nebbiolo;2013;65.274;72.3502;8.77058;Erbaceo/frutti rossi/legno
Grattamacco;Bolgheri Superiore ;4.3;128;62.9;Manzo / Pasta / Agnello;Italia;Bolgheri Superiore;Miscela;2018;65.5138;66.0728;9.42619;legno/bacche nere/Erbaceo
Biondi-Santi;Brunello di Montalcino Riserva ;4.6;134;769.0;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Brunello di Montalcino;Sangiovese;2001;45.9973;56.7399;10.0994;Erbaceo/legno/frutti rossi
Canalicchio - Franco Pacenti;Brunello di Montalcino ;4.3;120;59.9;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Brunello di Montalcino;Sangiovese;2010;47.2578;55.9355;2.50734;Erbaceo/frutti rossi/legno
Masseto;Toscana ;4.7;116;949.0;Manzo / Agnello / Vitello;Italia;Toscana;Merlot;2018;57.6969;45.9309;17.0264;legno/bacche nere/Erbaceo
Aldo Conterno;Barolo Bussia Romirasco ;4.5;93;283.0;Manzo / Pasta / Agnello;Italia;Barolo;Nebbiolo;2014;62.4663;77.7524;9.00968;legno/Erbaceo/frutti rossi
Antinori;Tignanello ;4.5;10733;178.0;Manzo / Agnello / Vitello;Italia;Toscana;Sangiovese;2012;53.2249;42.266;10.8437;legno/bacche nere/Erbaceo
Bovio;Barolo ;4.3;163;34.2;Manzo / Pasta / Agnello;Italia;Barolo;Nebbiolo;2016;63.9658;75.7314;4.8386;frutti rossi/Erbaceo/legno
Roberto Sarotto;Gaia Principe ;4.3;186;39.0;Manzo / Pasta / Agnello;Italia;Barbaresco;Nebbiolo;2016;72.4477;41.8089;25.8679;legno/frutti rossi/bacche nere
Arnaldo-Caprai;Malcompare Pinot Noir ;4.4;25;99.0;Manzo / Pasta / Vitello;Italia;Umbria;Pinot Nero;2016;53.2364;34.8967;22.9022;frutti rossi/spezie/Erbaceo
Masciarelli;Marina Cvetic Montepulciano d'Abruzzo Riserva ;4.2;1667;26.9;Manzo / Pasta / Vitello;Italia;Montepulciano d'Abruzzo;Montepulciano;2017;42.94;45.3053;6.70114;legno/bacche nere/Erbaceo
Dal Forno Romano;Valpolicella Superiore Monte Lodoletta ;4.5;1678;152.0;Manzo / Pasta / Vitello;Italia;Valpolicella;Miscela;2008;53.7444;39.4159;25.0749;legno/bacche nere/Erbaceo
Castello Romitorio;Brunello di Montalcino Riserva ;4.5;264;135.0;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Brunello di Montalcino;Sangiovese;2007;48.4744;59.5181;5.74616;legno/Erbaceo/bacche nere
ARPEPE;Sassella Vigna Regina Riserva ;4.5;37;66.5;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Valtellina Superiore;Nebbiolo;2013;59.5792;73.9585;4.67191;Erbaceo/frutti rossi/legno
Luciano Arduini;Amarone della Valpolicella Classico ;4.4;204;26.0;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Amarone della Valpolicella Classico;Corvina;2018;84.862;25.5288;44.8091;legno/frutta secca/frutti rossi
Fèlsina;Colonia Chianti Classico Gran Selezione ;4.3;39;80.52;Manzo / Vitello / Pollame;Italia;Chianti Classico;Sangiovese;2017;53.3046;61.5852;9.70763;legno/Erbaceo/frutti rossi
Vallone;Graticciaia ;4.4;255;138.0;Manzo / Pasta / Agnello;Italia;Salento;Negroamaro;2012;85.0;37.2538;36.2337;legno/bacche nere/Erbaceo
Biserno;Il Pino di Biserno ;4.3;400;42.0;Manzo / Agnello / Vitello;Italia;Toscana;Miscela;2019;56.0101;43.2952;16.7706;legno/bacche nere/Erbaceo
Borgogno;Barolo Cannubi ;4.3;150;74.5;Manzo / Pasta / Agnello;Italia;Barolo;Nebbiolo;2013;62.1577;76.8106;5.04257;Erbaceo/frutti rossi/legno
Aia Vecchia;Sor Ugo Bolgheri Superiore ;4.3;668;33.5;Manzo / Pasta / Agnello;Italia;Bolgheri Superiore;Cabernet Sauvignon;2018;68.2643;64.6446;11.6944;legno/bacche nere/Erbaceo
Ricasoli;Historia Familiae Toscana ;4.3;36;180.0;Manzo / Agnello / Vitello;Italia;Toscana;Miscela;2011;51.7146;47.7112;18.1495;Erbaceo/bacche nere/legno
Roagna;Asili Barbaresco Vecchie Viti ;4.5;58;256.0;Manzo / Pasta / Agnello;Italia;Barbaresco;Nebbiolo;2011;52.9161;71.5844;4.41391;Erbaceo/frutti rossi/spezie
Agostino Pavia & Figli;La Marescialla ;4.3;59;18.0;Pasta / Vitello / Maiale;Italia;Barbera d'Asti;Barbera;2018;58.3558;25.9479;10.5397;bacche nere/legno/Erbaceo
Soldera;Brunello di Montalcino Riserva ;4.5;162;1110.0;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Brunello di Montalcino;Sangiovese;1993;43.6185;55.9735;14.0852;Erbaceo/frutti rossi/legno
Casanova di Neri;Cerretalto Brunello di Montalcino ;4.7;635;310.0;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Brunello di Montalcino;Sangiovese;2008;54.8592;58.5909;11.8697;legno/Erbaceo/bacche nere
Gaja;Costa Russi (Barbaresco) Langhe ;4.7;170;490.0;Manzo / Pasta / Agnello;Italia;Langhe;Miscela;2006;61.8008;66.533;11.5835;Erbaceo/legno/bacche nere
Podere Còncori;Vigna Piezza ;4.3;77;27.49;Manzo / Agnello / Vitello;Italia;Toscana;Shiraz/Syrah;2017;52.1933;44.5409;3.93046;frutti rossi/bacche nere/legno
Podere Forte;Petrucci Melo ;4.5;30;265.0;Manzo / Agnello / Vitello;Italia;Orcia;Sangiovese;2016;55.0625;29.9375;17.4375;legno/bacche nere/frutti rossi
Gaja;Ca'Marcanda Bolgheri ;4.5;59;119.0;Manzo / Pasta / Agnello;Italia;Bolgheri;Merlot;2018;62.6947;67.2555;10.5426;legno/bacche nere/Erbaceo
Poggio Al Tesoro;Dedicato a Walter Bolgheri Superiore ;4.3;226;143.0;Manzo / Agnello / Vitello;Italia;Bolgheri Superiore;Cabernet Franc;2008;55.015;44.0223;12.0802;legno/bacche nere/spezie
Gaja;Barbaresco ;4.6;913;350.99;Manzo / Pasta / Agnello;Italia;Barbaresco;Nebbiolo;2005;60.1312;67.7589;7.52422;Erbaceo/legno/frutti rossi
Tenuta Luce;Luce Brunello di Montalcino ;4.5;237;105.9;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Brunello di Montalcino;Sangiovese;2016;51.7219;58.0105;12.1889;legno/Erbaceo/bacche nere
Pianpolvere Soprano;Barolo Riserva ;4.3;51;135.0;Manzo / Pasta / Agnello;Italia;Barolo;Nebbiolo;2009;66.0422;74.2043;13.9465;Erbaceo/legno/bacche nere
Giovanni Molettieri;Roboris Taurasi ;4.3;28;34.9;Manzo / Pasta / Agnello;Italia;Taurasi;Aglianico;2015;77.5447;50.8645;12.831;legno/Erbaceo/bacche nere
Ca’ del Baio;Asili Barbaresco Riserva ;4.4;39;75.0;Manzo / Pasta / Agnello;Italia;Barbaresco;Nebbiolo;2013;61.6142;59.7752;3.86298;legno/frutti rossi/Erbaceo
Vietti;Barolo Lazzarito ;4.4;155;444.0;Manzo / Pasta / Agnello;Italia;Barolo;Nebbiolo;2009;61.1005;77.2988;7.04707;Erbaceo/legno/frutti rossi
Feudi di San Gregorio;Pàtrimo ;4.3;77;95.0;Manzo / Pasta / Agnello;Italia;Campania;Merlot;2001;83.0869;44.2957;29.8282;legno/bacche nere/Erbaceo
Sesti;Brunello di Montalcino ;4.4;347;49.9;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Brunello di Montalcino;Sangiovese;2013;46.4993;53.4956;7.81726;frutti rossi/Erbaceo/legno
Fontodi;Flaccianello della Pieve ;4.5;592;130.0;Manzo / Agnello / Vitello;Italia;Colli della Toscana Centrale;Sangiovese;2017;54.6826;46.3965;10.3211;legno/Erbaceo/bacche nere
Radikon;Merlot ;4.5;33;169.0;Manzo / Pasta / Agnello;Italia;Collio;Merlot;2006;67.038;43.0336;18.2202;Erbaceo/legno/bacche nere
Rivella Serafino;Montestefano Barbaresco ;4.3;46;67.0;Manzo / Pasta / Agnello;Italia;Barbaresco;Nebbiolo;2017;61.2473;75.5813;4.37954;Erbaceo/legno/frutti rossi
Mastrojanni;Brunello di Montalcino ;4.3;701;99.0;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Brunello di Montalcino;Sangiovese;2010;49.9813;57.4586;7.81435;legno/Erbaceo/frutti rossi
Hartmann Donà;Donà Noir ;4.3;63;61.9;Manzo / Pasta / Agnello;Italia;Südtirol - Alto Adige;Pinot Nero;2012;65.7714;39.833;21.374;bacche nere/frutti rossi/legno
Gianfranco Fino;Es Più Sole ;4.3;99;56.1;Manzo / Pasta / Agnello;Italia;Primitivo di Manduria;Primitivo;2018;69.5194;19.6742;54.1013;bacche nere/legno/frutti rossi
E. Pira & Figli;Cannubi Barolo ;4.3;54;98.0;Manzo / Pasta / Agnello;Italia;Barolo;Nebbiolo;2017;61.1538;77.1491;8.96711;Erbaceo/frutti rossi/legno
Vietti;Barolo Rocche di Castiglione ;4.3;85;265.0;Manzo / Pasta / Agnello;Italia;Barolo;Nebbiolo;2011;61.4127;76.437;12.8427;Erbaceo/frutti rossi/legno
Bartolo Mascarello;Barolo ;4.4;209;219.0;Manzo / Pasta / Agnello;Italia;Barolo;Nebbiolo;2014;58.8789;77.2766;9.29633;Erbaceo/frutti rossi/legno
Tenuta di Trinoro;Palazzi Rosso Toscana ;4.3;97;215.0;Manzo / Agnello / Vitello;Italia;Toscana;Merlot;2015;56.569;46.7175;19.4672;legno/bacche nere/Erbaceo
Bibi Graetz;Colore Toscana ;4.4;113;375.0;Manzo / Agnello / Vitello;Italia;Toscana;Sangiovese;2018;52.2852;41.6316;2.40463;frutti rossi/legno/bacche nere
Ciacci Piccolomini d'Aragona;Brunello di Montalcino Riserva Pianrosso Santa Caterina d'Oro ;4.5;273;170.0;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Brunello di Montalcino;Sangiovese;2010;55.7712;57.8731;9.01008;legno/Erbaceo/frutti rossi
Borgoni;Borromeo Chianti Classico Riserva ;4.4;26;29.0;Manzo / Vitello / Pollame;Italia;Chianti Classico;Sangiovese;2016;52.618;56.4037;0.555195;bacche nere/legno/Erbaceo
Marchesi di Gresy;Barbaresco Gaiun Martinenga ;4.3;49;88.2;Manzo / Pasta / Agnello;Italia;Barbaresco;Nebbiolo;2015;61.2815;69.0837;9.53498;legno/Erbaceo/frutti rossi
Bertani;Amarone della Valpolicella Classico ;4.3;52;318.0;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Amarone della Valpolicella Classico;Miscela;1971;83.4356;25.7344;45.395;legno/frutta secca/Erbaceo
Oasi degli Angeli;Kurni Marche ;4.7;711;134.0;Manzo / Pasta / Vitello;Italia;Marche;Montepulciano;2017;60.335;42.5208;36.904;legno/bacche nere/frutti rossi
Firriato;Bayamore Rosso di Rossi ;4.3;26;10.9;Manzo / Pasta / Agnello;Italia;Sicilia;Miscela;2020;61.3642;34.4496;57.3262;frutti rossi/Erbaceo/spezie
Gaja;Conteisa Barolo ;4.5;60;269.0;Manzo / Pasta / Agnello;Italia;Barolo;Nebbiolo;2013;59.3312;67.4152;8.88723;Erbaceo/legno/frutti rossi
Gaja;Costa Russi (Barbaresco) Langhe ;4.5;91;598.0;Manzo / Pasta / Agnello;Italia;Langhe;Nebbiolo;2009;61.8008;66.533;11.5835;Erbaceo/legno/bacche nere
Bartolo Mascarello;Barolo ;4.5;88;430.0;Manzo / Pasta / Agnello;Italia;Barolo;Nebbiolo;1999;58.8789;77.2766;9.29633;Erbaceo/frutti rossi/legno
Gaja;Sorì Tildìn (Barbaresco) Langhe ;4.7;188;547.0;Manzo / Pasta / Agnello;Italia;Langhe;Nebbiolo;2000;63.677;68.56;8.68274;Erbaceo/legno/frutti rossi
Aldo Conterno;Barolo Bussia Colonnello ;4.4;201;115.8;Manzo / Pasta / Agnello;Italia;Barolo;Nebbiolo;2014;64.4949;78.959;9.61134;Erbaceo/frutti rossi/legno
Dievole;Vigna di Sessina Chianti Classico Gran Selezione ;4.3;236;39.99;na / na / na;Italia;Chianti Classico;Sangiovese;2015;56.9073;53.851;15.2142;frutti rossi/Erbaceo/legno
Brunelli;Campo del Maestro Verona ;4.3;410;29.9;Manzo / Pasta / Agnello;Italia;Verona;;2018;64.9364;37.5368;20.723;legno/frutti rossi/Erbaceo
Pira Luigi;Barolo Marenca ;4.3;88;54.0;Manzo / Pasta / Agnello;Italia;Barolo;Nebbiolo;2016;65.6192;80.8313;11.6537;legno/Erbaceo/frutti rossi
Vietti;Barolo Ravera ;4.3;102;180.0;Manzo / Pasta / Agnello;Italia;Barolo;Nebbiolo;2013;62.633;76.4205;2.24717;Erbaceo/frutti rossi/legno
Barbanera;Gigino 80 Anniversario Grande ;4.5;249;45.9;Manzo / Agnello / Vitello;Italia;Toscana;Miscela;2015;60.2988;37.5376;25.2183;legno/bacche nere/frutti rossi
Luccarelli;Il Bacca Old Vine Primitivo di Manduria ;4.4;134;26.9;Manzo / Pasta / Agnello;Italia;Primitivo di Manduria;Primitivo;2018;68.895;27.0617;42.0593;legno/bacche nere/frutti rossi
Salvioni;Brunello di Montalcino ;4.5;422;170.0;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Brunello di Montalcino;Sangiovese;2012;50.1173;57.9116;15.3374;Erbaceo/legno/frutti rossi
Francesco Rinaldi & Figli;Barolo ;4.3;40;85.0;Manzo / Pasta / Agnello;Italia;Barolo;Nebbiolo;1974;58.5089;69.7103;5.28793;Erbaceo/frutti rossi/legno
Gaja;Sorì San Lorenzo ;4.4;82;555.0;Manzo / Pasta / Agnello;Italia;Barbaresco;Nebbiolo;2016;63.3511;72.7887;11.5448;Erbaceo/legno/frutti rossi
Lisini;Brunello di Montalcino ;4.3;844;45.9;Manzo / Agnello / Cacciagione (cervo, camoscio);Italia;Brunello di Montalcino;Sangiovese;2012;47.7876;57.1433;9.66484;legno/Erbaceo/frutti rossi
