idname,price,wine_type,legg_strutt,secco_dolce,piatto_acid,notes,Clusters
Vigna Molsino  - 2014 - Nervi,72.0,Nebbiolo,60.4229,76.1475,8.42504,Erbaceo/frutti rossi/legno,1
Pira Barolo  - 2016 - Roagna,336.0,Nebbiolo,53.8898,73.7518,4.59681,Erbaceo/frutti rossi/legno,1
Barolo Bussia Cicala  - 2005 - Aldo Conterno,427.0,Nebbiolo,64.6109,75.325,9.77619,Erbaceo/legno/frutti rossi,1
Barolo  - 2013 - Elio Altare,110.0,Nebbiolo,63.8022,76.4669,9.98217,Erbaceo/legno/frutti rossi,1
Rosso di Montalcino  - 2018 - Salvioni,59.0,Sangiovese,44.4739,45.5466,7.22694,frutti rossi/Erbaceo/legno,3
Campo del Titari Amarone della Valpolicella Classico Riserva  - 2016 - Brunelli,85.29,Miscela,85.0,26.8591,52.4517,legno/bacche nere/frutti rossi,8
Cepparello Red  - 2018 - Isole e Olena,85.5,Sangiovese,50.91,42.6094,9.76929,legno/frutti rossi/Erbaceo,3
Poggio Alle Nane Maremma Toscana  - 2015 - Le Mortelle,72.0,Miscela,58.0901,40.0785,15.3673,bacche nere/legno/Erbaceo,4
Amarone della Valpolicella  - 2017 - Feudo Italia,37.88,Sangiovese,84.0303,28.9007,48.6271,frutti rossi/bacche nere/legno,15
Tenuta Tignanello 'Solaia'  - 2010 - Antinori,430.0,Cabernet Sauvignon,53.8523,41.8604,14.8567,legno/bacche nere/Erbaceo,12
Campo León Amarone della Valpolicella  - 2016 - Latium Morini,29.36,Miscela,85.0,24.7167,49.7468,legno/bacche nere/frutti rossi,8
Barolo Percristina  - 2003 - Domenico Clerico,143.0,Nebbiolo,64.0045,80.7141,11.4603,Erbaceo/legno/frutti rossi,1
Toscana Rosso  - 2006 - Tenuta di Trinoro,263.62,Miscela,55.5117,44.3288,20.0236,bacche nere/legno/Erbaceo,4
Campo dei Gigli Amarone della Valpolicella  - 2015 - Tenuta Sant'Antonio,49.5,Miscela,85.0,27.0823,48.2728,legno/bacche nere/Erbaceo,14
Sassella Rocce Rosse Riserva  - 2013 - ARPEPE,95.0,Nebbiolo,55.6147,73.7294,4.42629,Erbaceo/frutti rossi/legno,1
Barolo Ravera  - 2017 - G.D. Vajra,76.5,Nebbiolo,61.6837,81.2016,3.41217,frutti rossi/Erbaceo/legno,1
Podernovi Brunello di Montalcino  - 2015 - Poggio San Polo,128.0,Sangiovese,45.838,55.3966,8.20256,Erbaceo/legno/frutti rossi,3
Barbaresco  - 2017 - Produttori del Barbaresco,31.0,Nebbiolo,61.7707,70.9069,3.51082,frutti rossi/Erbaceo/legno,1
Antonio Castagnedi Amarone della Valpolicella  - 2003 - Tenuta Sant'Antonio,76.0,Corvina,85.0,25.1002,48.048,legno/bacche nere/Erbaceo,14
L'Apparita  - 2014 - Castello di Ama,230.0,Merlot,53.3812,43.4918,13.1689,legno/Erbaceo/bacche nere,5
Brunello di Montalcino  - 2016 - Tenuta Il Poggione,37.95,Sangiovese,49.937,58.5017,7.95272,legno/Erbaceo/frutti rossi,3
Tenute del Pojo Imperium Riserva Montepulciano d'Abruzzo  - 2016 - Di Camillo,11.9,Montepulciano,47.4859,44.1866,11.6373,legno/frutti rossi/Erbaceo,10
Duemani Cabernet Franc  - 2015 - Duemani,195.0,Cabernet Franc,54.0711,44.1709,14.6844,bacche nere/legno/Erbaceo,2
SummuS  - 2017 - Banfi,37.4,Acolon,52.1284,43.1412,10.0776,legno/bacche nere/Erbaceo,2
Terre Brune Superiore Carignano del Sulcis  - 2017 - Santadi,42.9,Carignan,81.6542,44.5012,30.3423,legno/bacche nere/Erbaceo,2
Brunello di Montalcino  - 2016 - Conti Costanti,65.9,Sangiovese,48.3574,56.8163,8.08605,Erbaceo/legno/frutti rossi,3
Le Pergole Torte  - 2018 - Montevertine,250.0,Sangiovese,48.0387,43.2837,9.05728,Erbaceo/frutti rossi/legno,3
Concerto Di Fonterutoli  - 2015 - Fonterutoli,44.0,Miscela,57.2435,45.7336,10.0476,legno/bacche nere/Erbaceo,4
Brunello di Montalcino Riserva Vigna Paganelli  - 2015 - Tenuta Il Poggione,82.0,Sangiovese,52.065,60.6749,7.59803,legno/Erbaceo/frutti rossi,3
Barolo Vignarionda Riserva  - 2006 - Oddero,169.0,Nebbiolo,66.8629,74.7434,0.0,Erbaceo/legno/frutti rossi,1
Vigna Elena Barolo Riserva  - 2011 - Elvio Cogno,86.9,Nebbiolo,60.1431,75.6545,6.83807,frutti rossi/Erbaceo/legno,1
Montepulciano d'Abruzzo  - 2001 - Valentini,393.28,Montepulciano,38.886,42.473,16.0865,Erbaceo/legno/bacche nere,2
Brunello di Montalcino  - 2012 - Altesino,49.0,Sangiovese,45.8428,54.5013,6.74144,legno/Erbaceo/frutti rossi,3
Amarone Stella  - 2012 - Aneri,134.98,Miscela,49.1387,33.2348,30.0488,legno/bacche nere/Erbaceo,4
Albareda Sforzato di Valtellina  - 2017 - Mamete Prevostini,47.95,Nebbiolo,67.1741,61.5494,11.2159,legno/bacche nere/Erbaceo,11
Lorens Barolo  - 2016 - Lodali,49.9,Nebbiolo,65.6867,65.7113,4.01621,legno/bacche nere/Erbaceo,11
Bellovedere Montepulciano d'Abruzzo (Riserva)  - 2016 - La Valentina,34.28,Montepulciano,55.9553,45.5343,12.0407,legno/bacche nere/Erbaceo,2
Barolo Bussia  - 2016 - Pecchenino,49.8,Nebbiolo,62.5298,81.2181,6.70474,Erbaceo/frutti rossi/legno,1
Vürsù Barbaresco Starderi  - 2013 - La Spinetta,142.0,Nebbiolo,65.0111,74.2322,8.59382,Erbaceo/legno/frutti rossi,1
Ampio  - 2016 - Le Mortelle,169.0,Miscela,62.3597,45.3708,4.91706,bacche nere/legno/spezie,16
Messorio  - 2008 - Le Macchiole,336.0,Merlot,55.4047,43.0424,15.2227,legno/bacche nere/Erbaceo,5
Petrucci Anfiteatro  - 2016 - Podere Forte,183.0,Sangiovese,49.7313,46.7537,0.0,legno/bacche nere/spezie,16
L'Apparita  - 1992 - Castello di Ama,230.0,Merlot,53.3812,43.4918,13.1689,legno/Erbaceo/bacche nere,5
Barbaresco  - 2017 - Gaja,199.5,Nebbiolo,60.0512,67.7457,7.53662,Erbaceo/legno/frutti rossi,1
Currà Barbaresco Riserva  - 2012 - Bruno Rocca,136.0,Nebbiolo,60.9252,67.5286,9.97141,legno/frutti rossi/spezie,9
Brunello di Montalcino  - 2016 - Caparzo,26.59,Sangiovese,46.079,54.3412,4.39653,legno/frutti rossi/Erbaceo,3
Vigneto Monte Sant'Urbano Amarone della Valpolicella Classico  - 2016 - Speri,45.88,Miscela,82.7784,25.4627,46.2074,legno/bacche nere/Erbaceo,14
Brunello di Montalcino Riserva  - 2012 - Conti Costanti,143.08,Sangiovese,46.6408,56.9533,14.011,legno/Erbaceo/bacche nere,7
Vigna Soccorso Brunello di Montalcino  - 2015 - Tiezzi Enzo,45.9,Sangiovese,51.7935,61.7693,6.07509,legno/frutti rossi/Erbaceo,3
Tecnica del Salasso Tre di Tre  - 2019 - Lupo Meraviglia,9.5,Miscela,79.469,42.7466,32.8246,legno/bacche nere/frutti rossi,8
Il Maschio da Monte Rosso  - 2019 - Azienda Santa Barbara - Stefano Antonucci,21.0,Montepulciano,60.0164,43.1944,11.6073,bacche nere/legno/Erbaceo,2
Brunello di Montalcino Pianrosso  - 2013 - Ciacci Piccolomini d'Aragona,63.98,Sangiovese,46.7324,55.3189,8.02887,Erbaceo/legno/frutti rossi,3
Brunello di Montalcino  - 2010 - Poggio Antico,54.0,Sangiovese,46.3791,53.1249,5.8384,legno/Erbaceo/frutti rossi,3
Amarone della Valpolicella Classico  - 2003 - Quintarelli Giuseppe,599.0,Miscela,82.7095,25.6376,50.3312,legno/bacche nere/Erbaceo,14
Vürsù Barbaresco Valeirano  - 2014 - La Spinetta,110.5,Nebbiolo,65.274,72.3502,8.77058,Erbaceo/frutti rossi/legno,1
Vigna Schiena d'Asino Brunello di Montalcino  - 2001 - Mastrojanni,148.0,Sangiovese,50.1794,58.5238,4.89487,legno/Erbaceo/bacche nere,7
Podernovi Brunello di Montalcino  - 2016 - Poggio San Polo,177.0,Sangiovese,45.838,55.3966,8.20256,Erbaceo/legno/frutti rossi,3
Barolo Monvigliero  - 2015 - Comm. G.B. Burlotto,615.0,Nebbiolo,51.7631,70.2056,12.2622,frutti rossi/Erbaceo/legno,1
Barolo  - 2017 - Bartolo Mascarello,390.0,Nebbiolo,58.8789,77.2766,9.29633,Erbaceo/frutti rossi/legno,1
Barolo Sette7Anni Riserva  - 2012 - Franco Conterno,67.0,Nebbiolo,68.5777,71.9275,5.28681,legno/Erbaceo/frutti rossi,1
Amarone della Valpolicella  - 2018 - Casa Vinicola Bennati,22.68,Miscela,85.0,23.2214,47.4081,legno/bacche nere/frutti rossi,8
Barolo del Comune di Barolo  - 2015 - Scarzello,42.9,Nebbiolo,62.4528,77.3479,2.12013,Erbaceo/legno/frutti rossi,1
Toscana Rosso  - 2018 - Tenuta di Trinoro,270.0,Cabernet Franc,55.5117,44.3288,20.0236,bacche nere/legno/Erbaceo,2
Arborina Barolo  - 2017 - Elio Altare,136.0,Nebbiolo,61.8528,75.408,10.538,Erbaceo/frutti rossi/legno,1
Diciotto Primitivo  - 2018 - Schola Sarmenti,54.7,Primitivo,73.9161,23.0272,40.2895,bacche nere/legno/Erbaceo,2
Pian delle Vigne Brunello di Montalcino  - 2016 - Antinori,50.9,Sangiovese,48.2314,52.8932,7.76882,legno/Erbaceo/frutti rossi,3
Il Favot Langhe Nebbiolo  - 2017 - Aldo Conterno,45.0,Nebbiolo,64.1582,80.0128,7.76916,frutti rossi/legno/Erbaceo,1
Madonna delle Grazie Brunello di Montalcino  - 2010 - Il Marroneto,666.0,Sangiovese,53.2167,58.9154,12.916,Erbaceo/frutti rossi/legno,3
Brunello di Montalcino Montosoli  - 2012 - Altesino,71.7,Sangiovese,49.1475,57.7695,8.25437,legno/Erbaceo/bacche nere,7
Cerretalto Brunello di Montalcino  - 2012 - Casanova di Neri,427.0,Sangiovese,54.7566,58.6151,11.8198,legno/Erbaceo/bacche nere,7
Barolo Marcenasco  - 2017 - Renato Ratti,39.9,Nebbiolo,62.6213,74.7691,5.57949,legno/Erbaceo/frutti rossi,1
Barolo Sottocastello di Novello  - 2015 - Ca'Viola,65.0,Nebbiolo,62.3367,78.873,0.0,Erbaceo/legno/frutti rossi,1
Valpolicella Classico Superiore TB  - 2015 - Bussola,32.55,Miscela,50.6828,33.3196,22.4376,legno/bacche nere/frutti rossi,8
Currà Barbaresco Riserva  - 2013 - Bruno Rocca,303.68,Nebbiolo,60.9252,67.5286,9.97141,legno/frutti rossi/spezie,9
Terra di Lavoro  - 2016 - Galardi,45.9,Miscela,83.035,46.2741,26.8694,Erbaceo/bacche nere/legno,4
Brunello di Montalcino  - 2016 - Collosorbo,47.96,Sangiovese,49.5992,55.7756,9.94488,legno/frutti rossi/Erbaceo,3
NeroBufaleffj  - 2016 - Gulfi,35.5,Nero d'Avola,82.9656,42.9295,27.9412,bacche nere/legno/frutti rossi,15
Amarone della Valpolicella  - 2017 - Torre d'Orti,72.0,Miscela,85.0,30.4258,47.1356,legno/bacche nere/frutti rossi,8
Il Blu  - 2018 - Brancaia,59.87,Miscela,53.6645,44.9605,11.9315,legno/bacche nere/Erbaceo,4
Barolo  - 2001 - Bartolo Mascarello,400.0,Nebbiolo,58.8789,77.2766,9.29633,Erbaceo/frutti rossi/legno,1
Pàtrimo  - 2004 - Feudi di San Gregorio,98.0,Merlot,83.0869,44.2957,29.8282,legno/bacche nere/Erbaceo,5
Grandi Annate Sangiovese  - 2015 - Avignonesi,56.8,Sangiovese,53.2544,45.731,7.13739,legno/frutti rossi/Erbaceo,3
Bolgheri Superiore  - 2016 - Tenuta Argentiera,239.0,Miscela,65.9789,65.6293,7.62561,legno/bacche nere/Erbaceo,4
Brunello di Montalcino  - 2001 - Biondi-Santi,222.0,Sangiovese,46.5682,57.5636,7.75877,Erbaceo/legno/frutti rossi,3
Brunello di Montalcino  - 2009 - Tenuta CastelGiocondo,53.98,Sangiovese,48.6337,57.2446,6.57386,legno/Erbaceo/frutti rossi,3
Amarone della Valpolicella Monte Lodoletta  - 2009 - Dal Forno Romano,329.98,Miscela,85.0,29.6809,51.3981,legno/bacche nere/Erbaceo,14
Tenuta Nuova Brunello di Montalcino  - 2012 - Casanova di Neri,89.0,Sangiovese,51.9986,57.2959,12.5692,legno/Erbaceo/frutti rossi,3
Falletto Barolo  - 2012 - Bruno Giacosa,160.0,Nebbiolo,60.1201,75.1187,10.3601,Erbaceo/frutti rossi/legno,1
Barolo Riserva Vigna Rionda  - 2014 - Massolino,101.98,Nebbiolo,62.7701,76.608,10.0122,Erbaceo/legno/frutti rossi,1
Sarmassa Barolo  - 2015 - Marchesi di Barolo,61.48,Nebbiolo,64.4503,77.5716,9.00911,legno/Erbaceo/frutti rossi,1
Barolo Cannubi  - 2005 - Michele Chiarlo,137.98,Nebbiolo,62.7019,79.5426,4.31773,Erbaceo/frutti rossi/legno,1
Tenuta Guado al Tasso Bolgheri Superiore  - 2000 - Antinori,195.0,Miscela,65.7712,64.2851,10.9869,legno/bacche nere/Erbaceo,4
25 anni Montefalco Sagrantino  - 2003 - Arnaldo-Caprai,88.0,Sagrantino,58.9298,54.6044,5.95218,legno/Erbaceo/bacche nere,2
Barolo Cannubi  - 2016 - Paolo Scavino,97.58,Nebbiolo,64.7489,78.4868,9.38025,Erbaceo/legno/frutti rossi,1
Sorì Tildìn (Barbaresco) Langhe  - 2016 - Gaja,555.0,Nebbiolo,63.677,68.56,8.68274,Erbaceo/legno/frutti rossi,1
Brunello di Montalcino  - 2000 - Biondi-Santi,408.0,Sangiovese,46.5682,57.5636,7.75877,Erbaceo/legno/frutti rossi,3
Toscana  - 2015 - Masseto,1100.0,Merlot,57.6933,45.9267,17.019,legno/bacche nere/Erbaceo,5
Barolo Percristina  - 2010 - Domenico Clerico,210.0,Nebbiolo,64.0045,80.7141,11.4603,Erbaceo/legno/frutti rossi,1
Tignanello  - 2019 - Antinori,130.0,Miscela,53.2226,42.2533,10.8361,legno/bacche nere/Erbaceo,4
Barolo Riserva Monfortino  - 2014 - Giacomo Conterno,1520.0,Nebbiolo,61.3385,76.5355,13.0744,Erbaceo/legno/frutti rossi,1
Sorì San Lorenzo  - 2014 - Gaja,500.0,Nebbiolo,63.3511,72.7887,11.5448,Erbaceo/legno/frutti rossi,1
Brunello di Montalcino Prime Donne Selection  - 2015 - Donatella Cinelli Colombini,51.5,Sangiovese,50.7617,54.6019,5.76747,legno/Erbaceo/frutti rossi,3
Aglianico Castel del Monte Bocca di Lupo  - 2014 - Tormaresca,38.0,Aglianico,84.9613,50.4353,29.8885,legno/Erbaceo/bacche nere,2
De Buris Amarone della Valpolicella Classico Riserva  - 2009 - Tommasi,355.0,Miscela,71.6272,23.6066,46.4175,legno/bacche nere/Erbaceo,14
Francesca Romana Maremma Toscana  - 2016 - Terenzi,26.49,Miscela,54.944,45.0245,13.7702,legno/bacche nere/frutti rossi,8
Aragone Maremma Toscana  - 2015 - La Mozza,22.9,Miscela,53.1541,43.309,7.9311,Erbaceo/bacche nere/legno,4
Barolo Bussia  - 2017 - Giacomo Fenocchio,39.9,Nebbiolo,62.8117,75.1291,6.97239,Erbaceo/legno/frutti rossi,1
Le Pergole Torte  - 1995 - Montevertine,495.0,Sangiovese,48.0387,43.2837,9.05728,Erbaceo/frutti rossi/legno,3
Vürsù Barolo Campè  - 2001 - La Spinetta,130.0,Nebbiolo,64.8527,76.9342,10.022,Erbaceo/legno/frutti rossi,1
Colledilà Chianti Classico Gran Selezione  - 2017 - Ricasoli,49.78,Sangiovese,47.3832,56.348,5.24104,legno/frutti rossi/Erbaceo,3
Tre Tine Barolo  - 2012 - Giuseppe Rinaldi,478.0,Nebbiolo,57.8625,78.4361,7.03255,frutti rossi/Erbaceo/spezie,9
Barolo Cerretta  - 2012 - Giacomo Conterno,277.0,Nebbiolo,63.2004,75.8661,12.0098,Erbaceo/frutti rossi/legno,1
Brunello di Montalcino  - 2013 - Canalicchio di Sopra,76.0,Sangiovese,48.0214,57.6512,9.06536,Erbaceo/legno/frutti rossi,3
Ripe al Convento Brunello di Montalcino Riserva  - 2012 - Tenuta CastelGiocondo,119.0,Sangiovese,51.5887,58.4555,12.1798,legno/Erbaceo/bacche nere,7
Vallocchio Brunello di Montalcino  - 2015 - Fanti,42.0,Sangiovese,55.2928,62.2951,11.0618,legno/Erbaceo/frutti rossi,3
Barolo Monvigliero  - 2016 - Comm. G.B. Burlotto,837.0,Nebbiolo,51.7631,70.2056,12.2622,frutti rossi/Erbaceo/legno,1
Mosconi Barolo  - 2013 - E. Pira & Figli,74.4,Nebbiolo,66.214,80.6107,8.04664,Erbaceo/legno/frutti rossi,1
Costasera Amarone della Valpolicella Classico  - 2009 - Masi,152.0,Corvina,85.0,23.5683,48.3395,legno/bacche nere/Erbaceo,14
Barolo Bricco Delle Viole  - 2015 - G.D. Vajra,90.0,Nebbiolo,60.8299,77.9035,5.3829,Erbaceo/frutti rossi/legno,1
Flaccianello della Pieve  - 2016 - Fontodi,290.0,Sangiovese,54.6601,46.399,10.3208,legno/Erbaceo/bacche nere,7
Tenuta Tignanello 'Solaia'  - 2017 - Antinori,325.0,Cabernet Sauvignon,53.8382,41.8612,14.8558,legno/bacche nere/Erbaceo,12
Pira Barolo  - 2013 - Roagna,177.0,Nebbiolo,53.8898,73.7518,4.59681,Erbaceo/frutti rossi/legno,1
Barolo Riserva  - 2004 - Pianpolvere Soprano,345.0,Nebbiolo,66.0422,74.2043,13.9465,Erbaceo/legno/bacche nere,11
Tre Tine Barolo  - 2015 - Giuseppe Rinaldi,478.0,Nebbiolo,57.8625,78.4361,7.03255,frutti rossi/Erbaceo/spezie,9
Riserva Barolo  - 2013 - Virna,80.68,Nebbiolo,58.0379,77.3823,13.0347,Erbaceo/legno/spezie,9
Gallina Barbaresco  - 2015 - Roagna,133.9,Nebbiolo,50.1194,74.8052,0.0,Erbaceo/legno/frutti rossi,1
Barbaresco Riserva Rio Sordo  - 2015 - Produttori del Barbaresco,52.9,Nebbiolo,59.2696,70.7263,6.84329,Erbaceo/frutti rossi/legno,1
Amarone della Valpolicella Monte Lodoletta  - 2015 - Dal Forno Romano,395.0,Corvina,85.0,29.6809,51.3981,legno/bacche nere/Erbaceo,14
Veneto Alzero Cabernet  - 2000 - Quintarelli Giuseppe,917.0,Miscela,70.5053,40.9294,35.9817,legno/bacche nere/Erbaceo,4
Barolo Bussia  - 1999 - Aldo Conterno,179.0,Nebbiolo,61.146,78.154,6.57193,Erbaceo/frutti rossi/legno,1
Le Lucciole  - 2017 - Chiara Condello,45.47,Sangiovese,61.8312,49.673,14.6904,frutti rossi/legno/Erbaceo,3
Barolo Bricco Visette  - 2010 - Attilio Ghisolfi,48.9,Nebbiolo,64.5377,76.6487,9.28842,Erbaceo/frutti rossi/legno,1
Vürsù Barbaresco Starderi  - 2003 - La Spinetta,110.0,Nebbiolo,65.0111,74.2322,8.59382,Erbaceo/legno/frutti rossi,1
Kressfeld Merlot Riserva  - 2016 - Kornell,70.0,Merlot,65.0885,43.1374,22.5188,bacche nere/legno/frutti rossi,15
Kressfeld Merlot Riserva  - 2015 - Kornell,62.18,Merlot,65.0885,43.1374,22.5188,bacche nere/legno/frutti rossi,15
Sorì San Lorenzo  - 1999 - Gaja,550.0,Nebbiolo,63.3511,72.7887,11.5448,Erbaceo/legno/frutti rossi,1
Sperss Barolo  - 2014 - Gaja,345.0,Nebbiolo,63.734,77.491,7.79436,Erbaceo/legno/bacche nere,11
Barolo Cannubi  - 2010 - Damilano,230.0,Cabernet Sauvignon,63.155,75.6048,6.44673,Erbaceo/frutti rossi/legno,10
Sezzana  - 2006 - La Spinetta,52.98,Sangiovese,50.3797,41.5524,7.71323,legno/Erbaceo/frutti rossi,3
Ripe al Convento Brunello di Montalcino Riserva  - 2015 - Tenuta CastelGiocondo,83.5,Sangiovese,51.5887,58.4555,12.1798,legno/Erbaceo/bacche nere,7
Amarone della Valpolicella Monte Lodoletta  - 1994 - Dal Forno Romano,1155.0,Corvina,85.0,29.6809,51.3981,legno/bacche nere/Erbaceo,14
Mysterium Barbera d'Asti Superiore  - 2017 - Montemagno,20.65,Barbera,60.7644,27.051,4.9105,legno/frutti rossi/spezie,9
Brunello di Montalcino  - 1986 - Biondi-Santi,343.0,Sangiovese,46.5682,57.5636,7.75877,Erbaceo/legno/frutti rossi,3
Vigna Valferana  - 2016 - Nervi,105.0,Nebbiolo,52.423,76.7518,9.29046,Erbaceo/frutti rossi/legno,1
Bassolino di Sopra Brunello di Montalcino  - 2012 - Pian dell'Orino,248.0,Sangiovese,35.2775,59.0577,9.22115,Erbaceo/legno/bacche nere,7
Il Guercio  - 2019 - Tenuta di Carleone,53.99,Sangiovese,41.2297,40.3651,8.3332,frutti rossi/Erbaceo/legno,3
Brunello di Montalcino Riserva  - 2015 - Poggio di Sotto,280.0,Sangiovese,46.7616,53.0922,8.48399,legno/Erbaceo/frutti rossi,3
Barolo Monvigliero Riserva  - 2015 - Castello di Verduno,91.95,Nebbiolo,60.1951,76.9377,8.74966,Erbaceo/frutti rossi/legno,1
Ripe al Convento Brunello di Montalcino Riserva  - 2010 - Tenuta CastelGiocondo,124.0,Sangiovese,51.5887,58.4555,12.1798,legno/Erbaceo/bacche nere,7
Brunello di Montalcino Riserva Pian di Conte  - 2015 - Talenti,69.9,Sangiovese,46.4578,54.3194,12.2995,legno/frutti rossi/Erbaceo,3
Medeo Montefalco Sagrantino  - 2015 - Romanelli,61.98,Sagrantino,55.6982,59.0553,16.3325,legno/frutta secca/spezie,16
Poggio all'Oro Brunello di Montalcino Riserva  - 1990 - Banfi,105.0,Sangiovese,48.2984,54.7264,11.3098,legno/Erbaceo/bacche nere,7
Le Origini Amarone della Valpolicella Classico Riserva  - 2015 - Bolla,41.72,Miscela,85.0,25.3008,46.2792,legno/bacche nere/Erbaceo,14
123 Brunello di Montalcino Riserva  - 2015 - Patrizia Cencioni,307.78,Sangiovese,51.7631,56.9286,3.37143,legno/frutti rossi/Erbaceo,3
Sarmassa Barolo  - 2016 - Marchesi di Barolo,51.0,Nebbiolo,64.4503,77.5716,9.00911,legno/Erbaceo/frutti rossi,1
Sassicaia  - 2008 - Tenuta San Guido,450.0,Miscela,62.0521,64.0323,10.2942,legno/bacche nere/Erbaceo,4
Vigna Rionda Barolo  - 2016 - Guido Porro,152.0,Nebbiolo,56.2079,73.5406,3.92853,frutti rossi/Erbaceo/legno,1
Vigna d'La Roul  - 2016 - Rocche dei Manzoni,104.0,Nebbiolo,63.8629,77.0601,4.98614,Erbaceo/legno/bacche nere,11
Brunello di Montalcino  - 2016 - Mastrojanni,51.0,Sangiovese,50.0046,57.4674,7.78939,legno/Erbaceo/frutti rossi,3
Barolo  - 1964 - Giacomo Conterno,478.0,Nebbiolo,57.2886,73.5263,7.80012,Erbaceo/frutti rossi/legno,1
Pieve Santa Restituta Sugarille Brunello di Montalcino  - 2013 - Gaja,158.98,Sangiovese,52.7566,58.8874,10.6068,legno/Erbaceo/frutti rossi,3
Papale Linea Oro Primitivo di Manduria  - 2019 - Varvaglione,21.9,Primitivo,68.3874,22.0301,44.6699,legno/bacche nere/frutti rossi,6
Fanova Riserva  - 2017 - Terrecarsiche 1939,42.0,Primitivo,81.8396,42.4023,27.099,legno/Erbaceo/bacche nere,2
Gattinara Vigneto Castelle  - 2012 - Antoniolo,42.8,Nebbiolo,59.624,76.105,6.84504,Erbaceo/frutti rossi/legno,1
Toscana  - 2016 - Caiarossa,56.25,Merlot,55.4612,45.3648,12.9804,legno/bacche nere/Erbaceo,5
Barolo Aeroplan Servaj  - 2013 - Domenico Clerico,84.5,Nebbiolo,65.5441,79.8241,12.1751,legno/Erbaceo/spezie,9
Darmagi Langhe  - 2016 - Gaja,210.0,Cabernet Sauvignon,67.6172,45.9628,19.0548,legno/bacche nere/Erbaceo,12
Zac Chianti Classico Gran Selezione  - 2011 - Principe Corsini,111.7,Sangiovese,53.2286,53.7422,6.35585,legno/bacche nere/Erbaceo,7
La Pira Barolo Vecchie Viti  - 2015 - Roagna,349.0,Nebbiolo,59.723,80.4739,11.5769,Erbaceo/legno/frutti rossi,1
Bolgheri Superiore  - 1995 - Ornellaia,393.0,Merlot,64.5943,64.8669,12.543,legno/bacche nere/Erbaceo,5
Barbaresco Gaiun Martinenga  - 2016 - Marchesi di Gresy,95.0,Nebbiolo,61.332,69.1726,9.59199,legno/Erbaceo/frutti rossi,1
Amarone della Valpolicella Classico  - 2015 - Aldrighetti,33.18,Miscela,82.6768,27.435,40.8591,legno/Erbaceo/bacche nere,14
Sorì San Lorenzo  - 2006 - Gaja,632.0,Nebbiolo,63.3511,72.7887,11.5448,Erbaceo/legno/frutti rossi,1
Barbera d'Alba Vigna Francia  - 2017 - Giacomo Conterno,94.98,Barbera,57.5516,26.3965,9.75486,legno/Erbaceo/bacche nere,2
Costasera Amarone della Valpolicella Classico  - 2016 - Masi,33.85,Corvina,85.0,23.5683,48.3395,legno/bacche nere/Erbaceo,14
Vigna Colonnello Barolo Riserva Bussia  - 2011 - Prunotto,109.0,Nebbiolo,58.7034,74.07,2.0766,frutti rossi/Erbaceo/legno,1
Barolo Castelletto Vigna Pressenda  - 2016 - Conterno Fantino,67.0,Nebbiolo,60.7439,77.4046,1.89961,Erbaceo/legno/frutti rossi,1
Modus Primo  - 2018 - Ruffino,44.99,Miscela,55.2554,50.5457,2.11559,Erbaceo,4
Brunello di Montalcino  - 2016 - Giodo,149.0,Sangiovese,50.876,56.4821,5.80677,legno/frutti rossi/Erbaceo,3
L'Apparita  - 2016 - Castello di Ama,279.98,Merlot,53.3812,43.4918,13.1689,legno/Erbaceo/bacche nere,5
5 Stelle Sfursat  - 1997 - Nino Negri,108.0,Nebbiolo,66.2259,75.7981,15.6917,legno/Erbaceo/bacche nere,11
Barolo Parussi  - 2017 - Massolino,69.0,Nebbiolo,61.737,78.8814,10.4843,Erbaceo/frutti rossi/legno,1
Siepi  - 2015 - Mazzei,152.0,Miscela,54.6555,41.5924,13.0332,legno/bacche nere/Erbaceo,4
Scrio  - 1998 - Le Macchiole,139.9,Shiraz/Syrah,54.156,41.9361,9.88684,legno/bacche nere/spezie,16
Brunello di Montalcino  - 2007 - Biondi-Santi,180.0,Sangiovese,46.5682,57.5636,7.75877,Erbaceo/legno/frutti rossi,3
Sorì Tildìn (Barbaresco) Langhe  - 2015 - Gaja,515.0,Nebbiolo,63.677,68.56,8.68274,Erbaceo/legno/frutti rossi,1
Geodoro Rosso del Veronese  - 2015 - Menegotti,32.1,Miscela,68.5841,40.4408,34.5335,bacche nere/legno/frutti rossi,8
Lupicaia  - 2016 - Castello del Terriccio,120.0,Miscela,57.0766,45.0999,12.7574,legno/bacche nere/Erbaceo,4
Caprile  - 2015 - Avignonesi,43.0,Sangiovese,47.781,57.5845,0.0,bacche nere/frutti rossi/Erbaceo,0
Brunello di Montalcino Riserva  - 2010 - Canalicchio di Sopra,145.9,Sangiovese,50.615,57.6126,9.09584,Erbaceo/legno/bacche nere,7
Valadorna Toscana  - 2015 - Arceno,45.0,Miscela,55.3888,41.1344,3.98263,legno/bacche nere/Erbaceo,4
Brunello di Montalcino  - 2013 - Il Paradiso di Manfredi,109.0,Sangiovese,38.6001,56.9781,13.9254,Erbaceo/frutti rossi/legno,3
Barolo del Comune di la Morra  - 2017 - Roberto Voerzio,115.0,Nebbiolo,63.8849,71.9772,10.2102,frutti rossi/Erbaceo/legno,1
